accession	organism	kingdom	length	tm_helix_start_leq_90
Q9M2Q6	Arabidopsis thaliana	Plants	354	False
Q13009	Homo sapiens	Metazoa	1591	False
Q9FK12	Arabidopsis thaliana	Plants	354	False
Q8WSR3	Ascaris suum	Metazoa	645	False
Q22037	Caenorhabditis elegans	Metazoa	346	False
P20428	Rattus norvegicus	Metazoa	287	False
Q5M876	Rattus norvegicus	Metazoa	319	False
Q9JKN6	Mus musculus	Metazoa	507	False
Q5VWG9	Homo sapiens	Metazoa	929	False
Q96A70	Homo sapiens	Metazoa	460	False
O00148	Homo sapiens	Metazoa	427	False
O13775	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	716	False
Q05066	Homo sapiens	Metazoa	204	False
P00062	Sambucus nigra	Plants	111	False
P25373	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	110	False
Q60680	Mus musculus	Metazoa	745	False
Q10428	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	548	False
M9PFN0	Drosophila melanogaster	Metazoa	352	False
Q12343	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	284	False
Q9CR68	Mus musculus	Metazoa	274	False
Q9P0M6	Homo sapiens	Metazoa	372	False
Q23917	Dictyostelium discoideum	Other	793	False
Q04599	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	285	False
Q9UU96	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	736	False
Q3KNY0	Mus musculus	Metazoa	2849	False
Q9FLF7	Arabidopsis thaliana	Plants	445	False
O13965	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	730	False
Q03172	Mus musculus	Metazoa	2688	False
P51579	Rattus norvegicus	Metazoa	389	True
O95260	Homo sapiens	Metazoa	518	False
Q61469	Mus musculus	Metazoa	283	True
Q9LML2	Arabidopsis thaliana	Plants	979	False
Q8IUN9	Homo sapiens	Metazoa	316	True
Q3MHL3	Bos taurus	Metazoa	425	False
P0CU08	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	235	False
P26374	Homo sapiens	Metazoa	656	False
Q61880	Mus musculus	Metazoa	340	False
Q9NP58	Homo sapiens	Metazoa	842	True
O89019	Mus musculus	Metazoa	1062	False
Q75H77	Oryza sativa subsp. japonica	Plants	362	False
F2Z699	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	582	False
Q9CX92	Mus musculus	Metazoa	205	True
Q84Y95	Arabidopsis thaliana	Plants	173	False
P41135	Rattus norvegicus	Metazoa	164	False
Q84W56	Arabidopsis thaliana	Plants	911	False
Q64524	Mus musculus	Metazoa	126	False
Q1K548	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	477	False
P20618	Homo sapiens	Metazoa	241	False
Q8IE02	Plasmodium falciparum (isolate 3D7)	Other	597	False
Q93YN1	Arabidopsis thaliana	Plants	390	False
Q92826	Homo sapiens	Metazoa	284	False
P82908	Bos taurus	Metazoa	103	False
O95619	Homo sapiens	Metazoa	227	False
Q9FGH9	Arabidopsis thaliana	Plants	624	False
Q9SHJ6	Arabidopsis thaliana	Plants	323	False
Q9VV74	Drosophila melanogaster	Metazoa	226	False
Q10661	Caenorhabditis elegans	Metazoa	123	False
Q96RL7	Homo sapiens	Metazoa	3174	False
Q80Z37	Mus musculus	Metazoa	1033	False
O43511	Homo sapiens	Metazoa	780	True
A2AIV2	Mus musculus	Metazoa	1811	False
Q9CPY3	Mus musculus	Metazoa	264	False
P04049	Homo sapiens	Metazoa	648	False
A7DTF0	Caenorhabditis elegans	Metazoa	337	False
P12629	Spinacia oleracea	Plants	250	False
Q9Z2F5	Rattus norvegicus	Metazoa	430	False
Q8BX46	Mus musculus	Metazoa	964	False
Q8IS98	Crithidia fasciculata	Other	134	False
Q6I5C3	Oryza sativa subsp. japonica	Plants	209	False
P08485	Rattus norvegicus	Metazoa	478	True
Q9BUJ2	Homo sapiens	Metazoa	856	False
Q9TYY7	Caenorhabditis elegans	Metazoa	478	True
Q08214	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	380	False
Q7Z3B3	Homo sapiens	Metazoa	1105	False
O00522	Homo sapiens	Metazoa	736	False
P48443	Homo sapiens	Metazoa	463	False
Q9JHI9	Mus musculus	Metazoa	570	True
P61221	Homo sapiens	Metazoa	599	False
Q04089	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	582	False
Q96JC9	Homo sapiens	Metazoa	268	False
P00066	Nigella damascena	Plants	111	False
Q91V24	Mus musculus	Metazoa	2159	True
P29595	Mus musculus	Metazoa	81	False
Q8JGN5	Xenopus laevis	Metazoa	160	False
Q95QK3	Caenorhabditis elegans	Metazoa	1061	False
Q2M3C6	Homo sapiens	Metazoa	523	False
P26583	Homo sapiens	Metazoa	209	False
Q9WTJ6	Mus musculus	Metazoa	475	False
Q9R1A0	Rattus norvegicus	Metazoa	323	False
Q8NC56	Homo sapiens	Metazoa	503	False
Q9UNX4	Homo sapiens	Metazoa	943	False
Q09907	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	355	False
O08773	Rattus norvegicus	Metazoa	544	False
Q93ZN9	Arabidopsis thaliana	Plants	461	False
O00287	Homo sapiens	Metazoa	272	False
Q5Y5T5	Mus musculus	Metazoa	762	True
Q9H4B6	Homo sapiens	Metazoa	383	False
Q5DT39	Rattus norvegicus	Metazoa	243	True
Q9Y6M7	Homo sapiens	Metazoa	1214	False
Q94126	Caenorhabditis elegans	Metazoa	211	False
Q3SYS1	Bos taurus	Metazoa	178	False
P21528	Pisum sativum	Plants	441	False
Q6DKI7	Homo sapiens	Metazoa	326	True
P98197	Mus musculus	Metazoa	1187	True
Q95QW4	Caenorhabditis elegans	Metazoa	561	False
P18113	Rattus norvegicus	Metazoa	461	False
Q9Z2N6	Rattus norvegicus	Metazoa	79	False
Q03976	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	319	False
Q6I9Y2	Homo sapiens	Metazoa	204	False
P51662	Oryctolagus cuniculus	Metazoa	346	False
Q8WZ19	Homo sapiens	Metazoa	329	False
P15847	Plasmodium falciparum	Other	184	False
P54789	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	707	False
Q84M97	Arabidopsis thaliana	Plants	742	False
P08425	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	469	False
Q99N80	Mus musculus	Metazoa	567	False
P21279	Mus musculus	Metazoa	359	False
Q9C086	Homo sapiens	Metazoa	356	False
Q3U284	Mus musculus	Metazoa	315	True
Q9BSM1	Homo sapiens	Metazoa	259	False
Q8N371	Homo sapiens	Metazoa	416	False
G3LSH3	Lotus japonicus	Plants	483	False
P16403	Homo sapiens	Metazoa	213	False
P36970	Rattus norvegicus	Metazoa	197	False
Q9FJW3	Arabidopsis thaliana	Plants	82	True
Q9H1C0	Homo sapiens	Metazoa	372	True
Q14330	Homo sapiens	Metazoa	331	True
O81445	Arabidopsis thaliana	Plants	213	False
O60341	Homo sapiens	Metazoa	852	False
P0C5Z0	Homo sapiens	Metazoa	115	False
Q9ERI5	Mus musculus	Metazoa	403	False
Q9H8H0	Homo sapiens	Metazoa	719	False
P0CL69	Mus musculus	Metazoa	594	False
Q9LR78	Arabidopsis thaliana	Plants	793	False
O88343	Mus musculus	Metazoa	1079	False
Q9Y2I9	Homo sapiens	Metazoa	924	False
Q9UBC0	Homo sapiens	Metazoa	465	False
Q8NFT2	Homo sapiens	Metazoa	490	False
P42845	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	420	False
Q945P1	Arabidopsis thaliana	Plants	317	False
O14098	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	593	False
P19484	Homo sapiens	Metazoa	476	False
P37292	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	490	False
O64750	Arabidopsis thaliana	Plants	186	False
P20484	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414	False
O60716	Homo sapiens	Metazoa	968	False
Q6PIU1	Homo sapiens	Metazoa	500	False
Q8BGC4	Mus musculus	Metazoa	377	False
Q9UPY5	Homo sapiens	Metazoa	501	True
Q7L5D6	Homo sapiens	Metazoa	327	False
P38858	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	249	False
D3ZUE1	Rattus norvegicus	Metazoa	857	False
Q9BSW2	Homo sapiens	Metazoa	731	False
Q9UGC7	Homo sapiens	Metazoa	380	False
Q8TAT5	Homo sapiens	Metazoa	605	False
Q64514	Mus musculus	Metazoa	1262	False
Q9H4Q4	Homo sapiens	Metazoa	367	False
Q9EPN1	Mus musculus	Metazoa	2936	False
Q8GUC3	Hordeum vulgare	Plants	350	False
Q9NZZ3	Homo sapiens	Metazoa	219	False
P32836	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	220	False
P28033	Mus musculus	Metazoa	296	False
P24993	Zea mays	Plants	73	True
Q01560	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414	False
Q80VC6	Mus musculus	Metazoa	287	False
P33535	Rattus norvegicus	Metazoa	398	True
F4JEI8	Arabidopsis thaliana	Plants	317	False
Q6C793	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	465	False
Q14156	Homo sapiens	Metazoa	821	False
O45495	Caenorhabditis elegans	Metazoa	139	False
Q8VWH2	Oryza sativa subsp. japonica	Plants	178	False
P21727	Pisum sativum	Plants	402	False
P46561	Caenorhabditis elegans	Metazoa	538	False
Q25QX6	Xenopus laevis	Metazoa	153	False
Q8BMF8	Mus musculus	Metazoa	549	True
P30822	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1084	False
Q6Z965	Oryza sativa subsp. japonica	Plants	394	False
P40055	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	554	False
Q9VW47	Drosophila melanogaster	Metazoa	2531	False
Q8WWY3	Homo sapiens	Metazoa	499	False
Q8TD22	Homo sapiens	Metazoa	340	False
P15692	Homo sapiens	Metazoa	395	False
Q7TPD6	Mus musculus	Metazoa	673	False
Q9VTL1	Drosophila melanogaster	Metazoa	395	False
P53569	Mus musculus	Metazoa	1052	False
P0DKB7	Arabidopsis thaliana	Plants	326	False
Q6ZQ88	Mus musculus	Metazoa	853	False
Q9SW27	Arabidopsis thaliana	Plants	118	False
Q9NRR8	Homo sapiens	Metazoa	79	False
Q9Y5U8	Homo sapiens	Metazoa	109	True
O88700	Mus musculus	Metazoa	1416	False
O44827	Caenorhabditis elegans	Metazoa	510	True
P70473	Rattus norvegicus	Metazoa	382	False
Q9Y5P1	Homo sapiens	Metazoa	312	True
Q8NA29	Homo sapiens	Metazoa	543	True
P55212	Homo sapiens	Metazoa	293	False
Q9CAI2	Arabidopsis thaliana	Plants	414	False
P32597	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1359	False
Q3V6T2	Homo sapiens	Metazoa	1871	False
Q60770	Mus musculus	Metazoa	592	False
Q9FNP1	Arabidopsis thaliana	Plants	1130	False
P38809	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	366	False
Q13495	Homo sapiens	Metazoa	774	False
Q10317	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	193	False
Q6IDB0	Arabidopsis thaliana	Plants	193	False
Q8C0V1	Mus musculus	Metazoa	768	False
Q14166	Homo sapiens	Metazoa	644	False
Q9FNY3	Arabidopsis thaliana	Plants	292	False
D6VTK4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	431	True
P34914	Mus musculus	Metazoa	554	False
P0CG30	Homo sapiens	Metazoa	244	False
O46339	Drosophila melanogaster	Metazoa	487	False
B8XA41	Solanum habrochaites	Plants	777	False
P09007	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221	False
Q9BZD4	Homo sapiens	Metazoa	464	False
F4J264	Arabidopsis thaliana	Plants	406	False
Q9H4B0	Homo sapiens	Metazoa	414	False
Q9SID1	Arabidopsis thaliana	Plants	238	False
Q09715	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	614	False
Q4V7K4	Xenopus laevis	Metazoa	733	False
Q9LZD0	Arabidopsis thaliana	Plants	599	False
O88453	Rattus norvegicus	Metazoa	931	False
Q9DCM2	Mus musculus	Metazoa	226	False
Q9BY41	Homo sapiens	Metazoa	377	False
O74736	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	305	False
Q9GZH2	Caenorhabditis elegans	Metazoa	448	False
Q07821	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	250	False
Q9NK54	Drosophila melanogaster	Metazoa	1711	False
Q9M5K3	Arabidopsis thaliana	Plants	507	False
P34791	Arabidopsis thaliana	Plants	260	False
Q15562	Homo sapiens	Metazoa	447	False
P32855	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1065	False
O04425	Arabidopsis thaliana	Plants	747	False
Q9H7T9	Homo sapiens	Metazoa	357	False
P22814	Drosophila melanogaster	Metazoa	510	False
Q96SN7	Homo sapiens	Metazoa	254	True
Q09081	Oryctolagus cuniculus	Metazoa	499	False
P35718	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	212	False
Q94521	Drosophila melanogaster	Metazoa	275	False
A0A2P1GIW2	Catharanthus roseus	Plants	330	False
P15172	Homo sapiens	Metazoa	320	False
P43692	Gallus gallus	Metazoa	391	False
P00042	Wickerhamomyces anomalus	Fungi	109	False
P21592	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	462	False
Q8NG11	Homo sapiens	Metazoa	270	True
Q9R0W5	Rattus norvegicus	Metazoa	495	True
Q9JIA7	Mus musculus	Metazoa	617	False
P43275	Mus musculus	Metazoa	213	False
P04911	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	132	False
Q1LZ24	Drosophila melanogaster	Metazoa	586	False
Q7TNG8	Mus musculus	Metazoa	484	False
O60832	Homo sapiens	Metazoa	514	False
Q9UHI7	Homo sapiens	Metazoa	598	True
O43837	Homo sapiens	Metazoa	385	False
Q9P6I9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	618	False
G5EGE9	Caenorhabditis elegans	Metazoa	1263	False
O59804	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	104	False
P49028	Drosophila melanogaster	Metazoa	147	False
O08837	Rattus norvegicus	Metazoa	802	False
Q11120	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	515	False
P08173	Homo sapiens	Metazoa	479	True
P06785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	304	False
Q8RWR1	Arabidopsis thaliana	Plants	429	False
Q8VEH6	Mus musculus	Metazoa	393	False
P05165	Homo sapiens	Metazoa	728	False
Q91Y55	Rattus norvegicus	Metazoa	235	True
Q09687	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	518	False
Q9C5G0	Arabidopsis thaliana	Plants	367	False
Q02793	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	397	False
P38903	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	757	False
A2ANU3	Mus musculus	Metazoa	258	False
P86937	Trypanosoma brucei brucei	Other	839	False
O01803	Caenorhabditis elegans	Metazoa	211	False
Q84WW2	Arabidopsis thaliana	Plants	325	False
A0A095C325	Cryptococcus deuterogattii (strain R265)	Fungi	1408	False
P00432	Bos taurus	Metazoa	527	False
Q96GR2	Homo sapiens	Metazoa	724	False
Q2NNE0	Arabidopsis thaliana	Plants	484	False
O00213	Homo sapiens	Metazoa	710	False
Q9W2H9	Drosophila melanogaster	Metazoa	541	False
P40043	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	161	False
A0A0P0WQ90	Oryza sativa subsp. japonica	Plants	416	False
P53289	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	263	False
P35129	Caenorhabditis elegans	Metazoa	147	False
P47738	Mus musculus	Metazoa	519	False
Q96AD5	Homo sapiens	Metazoa	504	True
Q03920	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221	False
O43924	Homo sapiens	Metazoa	150	False
Q8HWS3	Homo sapiens	Metazoa	928	False
P28656	Mus musculus	Metazoa	391	False
P97452	Mus musculus	Metazoa	732	False
Q8VYD8	Arabidopsis thaliana	Plants	315	False
Q8K5A9	Rattus norvegicus	Metazoa	228	True
Q8NI51	Homo sapiens	Metazoa	663	False
P38793	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	499	False
Q14669	Homo sapiens	Metazoa	1992	False
O08839	Rattus norvegicus	Metazoa	588	False
Q9ZPX5	Arabidopsis thaliana	Plants	632	False
Q13363	Homo sapiens	Metazoa	440	False
Q9LPS1	Arabidopsis thaliana	Plants	498	True
Q96253	Arabidopsis thaliana	Plants	70	False
Q9H1K0	Homo sapiens	Metazoa	784	False
P30624	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	700	False
P33301	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	854	False
Q9SU30	Arabidopsis thaliana	Plants	413	False
P32063	Coriandrum sativum	Plants	385	False
Q7KSD8	Drosophila melanogaster	Metazoa	562	False
P43136	Mus musculus	Metazoa	390	False
Q966L3	Caenorhabditis elegans	Metazoa	218	False
Q9UQ90	Homo sapiens	Metazoa	795	False
P30664	Xenopus laevis	Metazoa	863	False
Q4H4B6	Danio rerio	Metazoa	1724	False
Q13501	Homo sapiens	Metazoa	440	False
P70121	Mus musculus	Metazoa	873	False
Q9S7G6	Arabidopsis thaliana	Plants	991	False
Q7XR83	Oryza sativa subsp. japonica	Plants	333	False
Q9STM3	Arabidopsis thaliana	Plants	1360	False
Q9N2W5	Caenorhabditis elegans	Metazoa	301	False
Q05437	Gallus gallus	Metazoa	245	False
Q9Y2P8	Homo sapiens	Metazoa	373	False
Q96EH3	Homo sapiens	Metazoa	234	False
P35123	Mus musculus	Metazoa	962	False
Q9R0U0	Mus musculus	Metazoa	262	False
G5ECY0	Caenorhabditis elegans	Metazoa	967	False
Q91WD5	Mus musculus	Metazoa	463	False
E9Q4F7	Mus musculus	Metazoa	2643	False
P19518	Oryctolagus cuniculus	Metazoa	222	True
O15143	Homo sapiens	Metazoa	372	False
Q9UUA8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	120	False
Q8H113	Arabidopsis thaliana	Plants	357	False
P15650	Rattus norvegicus	Metazoa	430	False
P39990	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	126	False
O75410	Homo sapiens	Metazoa	805	False
P07756	Rattus norvegicus	Metazoa	1500	False
Q9H5I1	Homo sapiens	Metazoa	410	False
Q9SI64	Arabidopsis thaliana	Plants	702	False
Q5RJ80	Danio rerio	Metazoa	914	False
P18583	Homo sapiens	Metazoa	2426	False
Q9FMK7	Arabidopsis thaliana	Plants	365	False
F4J284	Arabidopsis thaliana	Plants	860	False
P40547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	921	False
Q9WVS4	Mus musculus	Metazoa	420	False
Q86YH6	Homo sapiens	Metazoa	399	False
Q9UPI3	Homo sapiens	Metazoa	526	True
P18068	Chlamydomonas reinhardtii	Plants	145	False
Q95V55	Drosophila melanogaster	Metazoa	613	False
Q9P275	Homo sapiens	Metazoa	1123	False
Q8C3K6	Mus musculus	Metazoa	665	True
Q5ABZ2	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	534	False
Q9NVR2	Homo sapiens	Metazoa	710	False
Q8NEG4	Homo sapiens	Metazoa	500	False
P38253	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	122	True
Q92629	Homo sapiens	Metazoa	289	True
Q05153	Arabidopsis thaliana	Plants	646	False
Q62881	Rattus norvegicus	Metazoa	221	False
Q7Y220	Arabidopsis thaliana	Plants	649	False
Q06011	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	112	True
Q6GNV6	Xenopus laevis	Metazoa	856	False
P51592	Drosophila melanogaster	Metazoa	2885	False
O70433	Mus musculus	Metazoa	279	False
P14142	Mus musculus	Metazoa	509	True
P32504	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	956	False
F4JGZ1	Arabidopsis thaliana	Plants	1278	False
P13618	Sus scrofa	Metazoa	76	False
O43541	Homo sapiens	Metazoa	496	False
Q9NQV5	Homo sapiens	Metazoa	511	False
P27216	Homo sapiens	Metazoa	316	False
Q8IZ52	Homo sapiens	Metazoa	775	True
Q8GRN0	Arabidopsis thaliana	Plants	222	False
Q61179	Mus musculus	Metazoa	399	False
Q9FJI1	Arabidopsis thaliana	Plants	178	False
Q9ESL4	Mus musculus	Metazoa	802	False
Q9DBY5	Mus musculus	Metazoa	414	False
P31392	Rattus norvegicus	Metazoa	395	True
O95210	Homo sapiens	Metazoa	358	True
Q0JJ05	Oryza sativa subsp. japonica	Plants	987	False
Q9WVR6	Rattus norvegicus	Metazoa	533	True
Q9BVS5	Homo sapiens	Metazoa	477	False
Q12772	Homo sapiens	Metazoa	1141	False
P40305	Homo sapiens	Metazoa	122	True
Q00977	Mus musculus	Metazoa	226	True
P59858	Polysiphonia urceolata	Other	162	False
Q8GXU8	Arabidopsis thaliana	Plants	356	False
Q9H171	Homo sapiens	Metazoa	429	False
Q92843	Homo sapiens	Metazoa	193	False
Q0WX00	Arabidopsis thaliana	Plants	460	False
P42028	Bos taurus	Metazoa	212	False
Q96AY2	Homo sapiens	Metazoa	570	False
P06895	Platynereis dumerilii	Metazoa	119	False
P53999	Homo sapiens	Metazoa	127	False
Q07065	Homo sapiens	Metazoa	602	False
Q14562	Homo sapiens	Metazoa	1220	False
Q9SGS4	Arabidopsis thaliana	Plants	302	False
P08740	Chlamydomonas reinhardtii	Plants	382	True
Q9NS56	Homo sapiens	Metazoa	1045	False
Q8VE42	Mus musculus	Metazoa	238	False
Q12199	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	356	False
P08898	Caenorhabditis elegans	Metazoa	136	False
Q9FFZ7	Arabidopsis thaliana	Plants	202	True
Q12488	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	208	False
P82411	Spinacia oleracea	Plants	116	False
Q61410	Mus musculus	Metazoa	762	False
Q01454	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	927	False
P97629	Rattus norvegicus	Metazoa	1025	False
O01670	Lymnaea stagnalis	Metazoa	578	True
P11141	Caenorhabditis elegans	Metazoa	657	False
P32807	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	602	False
P11416	Mus musculus	Metazoa	462	False
Q9UNG2	Homo sapiens	Metazoa	177	True
Q96LL9	Homo sapiens	Metazoa	226	False
F4JF14	Arabidopsis thaliana	Plants	953	False
P02511	Homo sapiens	Metazoa	175	False
P09450	Mus musculus	Metazoa	344	False
Q9SX98	Arabidopsis thaliana	Plants	519	False
Q9HCX4	Homo sapiens	Metazoa	862	False
Q06707	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	132	False
O75970	Homo sapiens	Metazoa	2070	False
Q8N573	Homo sapiens	Metazoa	874	False
O74365	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	865	False
P00560	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	416	False
O95704	Homo sapiens	Metazoa	486	False
Q12849	Homo sapiens	Metazoa	480	False
Q6VVB1	Homo sapiens	Metazoa	395	False
Q9BXL5	Homo sapiens	Metazoa	484	False
P53239	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316	False
F7VJQ1	Homo sapiens	Metazoa	73	True
A0A5S9MMK5	Caenorhabditis elegans	Metazoa	443	False
Q08162	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1001	False
Q03701	Homo sapiens	Metazoa	1054	False
Q8LGJ5	Arabidopsis thaliana	Plants	276	False
Q9R210	Mus musculus	Metazoa	475	False
Q8CGP1	Mus musculus	Metazoa	126	False
Q9ER69	Mus musculus	Metazoa	396	False
Q9QY24	Mus musculus	Metazoa	411	False
P25801	Mus musculus	Metazoa	158	False
A7UL74	Arabidopsis thaliana	Plants	345	False
Q9NWQ8	Homo sapiens	Metazoa	432	True
Q8CFT2	Mus musculus	Metazoa	1985	False
Q9C682	Arabidopsis thaliana	Plants	226	False
Q156A1	Homo sapiens	Metazoa	80	False
Q32065	Chlamydomonas reinhardtii	Plants	2971	False
Q8II12	Plasmodium falciparum (isolate 3D7)	Other	409	True
Q8LDU4	Arabidopsis thaliana	Plants	319	False
Q9NP80	Homo sapiens	Metazoa	782	False
P82024	Spinacia oleracea	Plants	180	False
Q6PD24	Mus musculus	Metazoa	605	False
Q5SSJ5	Homo sapiens	Metazoa	553	False
Q3TSG4	Mus musculus	Metazoa	395	False
Q05541	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	303	False
P0DOV1	Mus musculus	Metazoa	425	False
P17655	Homo sapiens	Metazoa	700	False
P05388	Homo sapiens	Metazoa	317	False
Q9Y618	Homo sapiens	Metazoa	2514	False
O80462	Arabidopsis thaliana	Plants	888	False
P59108	Mus musculus	Metazoa	548	False
Q9Z0X1	Mus musculus	Metazoa	612	False
Q9M394	Arabidopsis thaliana	Plants	471	False
P09661	Homo sapiens	Metazoa	255	False
Q9UBC1	Homo sapiens	Metazoa	381	False
Q96N64	Homo sapiens	Metazoa	755	False
P00830	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	511	False
Q9SIJ0	Arabidopsis thaliana	Plants	270	False
Q6NS38	Homo sapiens	Metazoa	261	False
Q8RWG1	Arabidopsis thaliana	Plants	682	False
Q708S3	Danio rerio	Metazoa	558	True
Q8CGT6	Mus musculus	Metazoa	848	False
P39006	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	500	True
Q14739	Homo sapiens	Metazoa	615	False
P00041	Pichia kudriavzevii	Fungi	109	False
Q9UL03	Homo sapiens	Metazoa	887	False
Q01831	Homo sapiens	Metazoa	940	False
P42225	Mus musculus	Metazoa	749	False
P57735	Homo sapiens	Metazoa	213	False
Q99741	Homo sapiens	Metazoa	560	False
Q791V5	Mus musculus	Metazoa	303	True
Q8NBS3	Homo sapiens	Metazoa	875	False
Q15596	Homo sapiens	Metazoa	1464	False
Q9FHR8	Arabidopsis thaliana	Plants	278	False
O82277	Arabidopsis thaliana	Plants	361	False
Q76MV0	Nicotiana tabacum	Plants	136	False
P10964	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1664	False
P53332	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	305	False
Q5F3T7	Gallus gallus	Metazoa	489	False
Q8K400	Mus musculus	Metazoa	1152	False
P46674	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1301	False
Q9JJV4	Mus musculus	Metazoa	327	True
Q9BZM3	Homo sapiens	Metazoa	304	False
D2K8N5	Nicotiana benthamiana	Plants	403	False
Q9VA38	Drosophila melanogaster	Metazoa	1105	False
Q80US8	Mus musculus	Metazoa	206	False
Q7RTP6	Homo sapiens	Metazoa	2002	False
Q8K1R3	Mus musculus	Metazoa	783	False
P43005	Homo sapiens	Metazoa	524	True
O00590	Homo sapiens	Metazoa	384	True
P00058	Gossypium barbadense	Plants	111	False
P46101	Rattus norvegicus	Metazoa	859	True
Q86UR1	Homo sapiens	Metazoa	476	False
A4FVR1	Arabidopsis thaliana	Plants	575	False
Q6NS65	Mus musculus	Metazoa	339	True
Q8IZA0	Homo sapiens	Metazoa	1049	True
Q8K3G5	Mus musculus	Metazoa	453	False
