accession	organism	kingdom	length	sp_cleavage_site	label	tm_helix_start_leq_90	fold
Q9FMK7	Arabidopsis thaliana	Plants	365		0	False	4
F4J284	Arabidopsis thaliana	Plants	860		0	False	2
P40547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	921		0	False	3
Q9WVS4	Mus musculus	Metazoa	420		0	False	3
Q86YH6	Homo sapiens	Metazoa	399		0	False	4
Q9UPI3	Homo sapiens	Metazoa	526		0	True	1
P18068	Chlamydomonas reinhardtii	Plants	145		0	False	3
Q95V55	Drosophila melanogaster	Metazoa	613		0	False	5
Q9P275	Homo sapiens	Metazoa	1123		0	False	2
Q8C3K6	Mus musculus	Metazoa	665		0	True	2
Q5ABZ2	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	534		0	False	4
Q9NVR2	Homo sapiens	Metazoa	710		0	False	3
Q8NEG4	Homo sapiens	Metazoa	500		0	False	3
P38253	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	122		0	True	1
Q92629	Homo sapiens	Metazoa	289		0	True	2
Q05153	Arabidopsis thaliana	Plants	646		0	False	3
Q62881	Rattus norvegicus	Metazoa	221		0	False	4
Q7Y220	Arabidopsis thaliana	Plants	649		0	False	1
Q06011	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	112		0	True	2
Q6GNV6	Xenopus laevis	Metazoa	856		0	False	4
P51592	Drosophila melanogaster	Metazoa	2885		0	False	4
O70433	Mus musculus	Metazoa	279		0	False	3
P14142	Mus musculus	Metazoa	509		0	True	4
P32504	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	956		0	False	4
F4JGZ1	Arabidopsis thaliana	Plants	1278		0	False	4
P13618	Sus scrofa	Metazoa	76		0	False	2
O43541	Homo sapiens	Metazoa	496		0	False	2
Q9NQV5	Homo sapiens	Metazoa	511		0	False	1
P27216	Homo sapiens	Metazoa	316		0	False	4
Q8IZ52	Homo sapiens	Metazoa	775		0	True	1
Q8GRN0	Arabidopsis thaliana	Plants	222		0	False	1
Q61179	Mus musculus	Metazoa	399		0	False	1
Q9FJI1	Arabidopsis thaliana	Plants	178		0	False	2
Q9ESL4	Mus musculus	Metazoa	802		0	False	1
Q9DBY5	Mus musculus	Metazoa	414		0	False	1
P31392	Rattus norvegicus	Metazoa	395		0	True	1
O95210	Homo sapiens	Metazoa	358		0	True	3
Q0JJ05	Oryza sativa subsp. japonica	Plants	987		0	False	5
Q9WVR6	Rattus norvegicus	Metazoa	533		0	True	4
Q9BVS5	Homo sapiens	Metazoa	477		0	False	2
Q12772	Homo sapiens	Metazoa	1141		0	False	5
P40305	Homo sapiens	Metazoa	122		0	True	5
Q00977	Mus musculus	Metazoa	226		0	True	5
P59858	Polysiphonia urceolata	Other	162		0	False	3
Q8GXU8	Arabidopsis thaliana	Plants	356		0	False	5
Q9H171	Homo sapiens	Metazoa	429		0	False	5
Q92843	Homo sapiens	Metazoa	193		0	False	2
Q0WX00	Arabidopsis thaliana	Plants	460		0	False	2
P42028	Bos taurus	Metazoa	212		0	False	1
Q96AY2	Homo sapiens	Metazoa	570		0	False	3
P06895	Platynereis dumerilii	Metazoa	119		0	False	3
P53999	Homo sapiens	Metazoa	127		0	False	1
Q07065	Homo sapiens	Metazoa	602		0	False	3
Q14562	Homo sapiens	Metazoa	1220		0	False	1
Q9SGS4	Arabidopsis thaliana	Plants	302		0	False	2
P08740	Chlamydomonas reinhardtii	Plants	382		0	True	3
Q9NS56	Homo sapiens	Metazoa	1045		0	False	3
Q8VE42	Mus musculus	Metazoa	238		0	False	3
Q12199	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	356		0	False	4
P08898	Caenorhabditis elegans	Metazoa	136		0	False	3
Q9FFZ7	Arabidopsis thaliana	Plants	202		0	True	2
Q12488	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	208		0	False	1
P82411	Spinacia oleracea	Plants	116		0	False	4
Q61410	Mus musculus	Metazoa	762		0	False	4
Q01454	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	927		0	False	5
P97629	Rattus norvegicus	Metazoa	1025		0	False	1
O01670	Lymnaea stagnalis	Metazoa	578		0	True	5
P11141	Caenorhabditis elegans	Metazoa	657		0	False	4
P32807	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	602		0	False	5
P11416	Mus musculus	Metazoa	462		0	False	1
Q9UNG2	Homo sapiens	Metazoa	177		0	True	5
Q96LL9	Homo sapiens	Metazoa	226		0	False	5
F4JF14	Arabidopsis thaliana	Plants	953		0	False	3
P02511	Homo sapiens	Metazoa	175		0	False	3
P09450	Mus musculus	Metazoa	344		0	False	3
Q9SX98	Arabidopsis thaliana	Plants	519		0	False	2
Q9HCX4	Homo sapiens	Metazoa	862		0	False	1
Q06707	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	132		0	False	4
O75970	Homo sapiens	Metazoa	2070		0	False	2
Q8N573	Homo sapiens	Metazoa	874		0	False	1
O74365	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	865		0	False	3
P00560	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	416		0	False	2
O95704	Homo sapiens	Metazoa	486		0	False	5
Q12849	Homo sapiens	Metazoa	480		0	False	2
Q6VVB1	Homo sapiens	Metazoa	395		0	False	2
Q9BXL5	Homo sapiens	Metazoa	484		0	False	2
P53239	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316		0	False	1
F7VJQ1	Homo sapiens	Metazoa	73		0	True	4
A0A5S9MMK5	Caenorhabditis elegans	Metazoa	443		0	False	3
Q08162	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1001		0	False	2
Q03701	Homo sapiens	Metazoa	1054		0	False	4
Q8LGJ5	Arabidopsis thaliana	Plants	276		0	False	1
Q9R210	Mus musculus	Metazoa	475		0	False	1
Q8CGP1	Mus musculus	Metazoa	126		0	False	5
Q9ER69	Mus musculus	Metazoa	396		0	False	1
Q9QY24	Mus musculus	Metazoa	411		0	False	2
P25801	Mus musculus	Metazoa	158		0	False	2
A7UL74	Arabidopsis thaliana	Plants	345		0	False	2
Q9NWQ8	Homo sapiens	Metazoa	432		0	True	2
Q8CFT2	Mus musculus	Metazoa	1985		0	False	4
Q9C682	Arabidopsis thaliana	Plants	226		0	False	5
Q156A1	Homo sapiens	Metazoa	80		0	False	5
Q32065	Chlamydomonas reinhardtii	Plants	2971		0	False	1
Q8II12	Plasmodium falciparum (isolate 3D7)	Other	409		0	True	4
Q8LDU4	Arabidopsis thaliana	Plants	319		0	False	1
Q9NP80	Homo sapiens	Metazoa	782		0	False	5
P82024	Spinacia oleracea	Plants	180		0	False	1
Q6PD24	Mus musculus	Metazoa	605		0	False	1
Q5SSJ5	Homo sapiens	Metazoa	553		0	False	5
Q3TSG4	Mus musculus	Metazoa	395		0	False	3
Q05541	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	303		0	False	2
P0DOV1	Mus musculus	Metazoa	425		0	False	2
P17655	Homo sapiens	Metazoa	700		0	False	2
P05388	Homo sapiens	Metazoa	317		0	False	3
Q9Y618	Homo sapiens	Metazoa	2514		0	False	5
O80462	Arabidopsis thaliana	Plants	888		0	False	3
P59108	Mus musculus	Metazoa	548		0	False	3
Q9Z0X1	Mus musculus	Metazoa	612		0	False	4
Q9M394	Arabidopsis thaliana	Plants	471		0	False	4
P09661	Homo sapiens	Metazoa	255		0	False	3
Q9UBC1	Homo sapiens	Metazoa	381		0	False	3
Q96N64	Homo sapiens	Metazoa	755		0	False	3
P00830	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	511		0	False	2
Q9SIJ0	Arabidopsis thaliana	Plants	270		0	False	5
Q6NS38	Homo sapiens	Metazoa	261		0	False	5
Q8RWG1	Arabidopsis thaliana	Plants	682		0	False	2
Q708S3	Danio rerio	Metazoa	558		0	True	5
Q8CGT6	Mus musculus	Metazoa	848		0	False	5
P39006	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	500		0	True	3
Q14739	Homo sapiens	Metazoa	615		0	False	5
P00041	Pichia kudriavzevii	Fungi	109		0	False	4
Q9UL03	Homo sapiens	Metazoa	887		0	False	2
Q01831	Homo sapiens	Metazoa	940		0	False	2
P42225	Mus musculus	Metazoa	749		0	False	5
P57735	Homo sapiens	Metazoa	213		0	False	1
Q99741	Homo sapiens	Metazoa	560		0	False	1
Q791V5	Mus musculus	Metazoa	303		0	True	5
Q8NBS3	Homo sapiens	Metazoa	875		0	False	2
Q15596	Homo sapiens	Metazoa	1464		0	False	4
Q9FHR8	Arabidopsis thaliana	Plants	278		0	False	1
O82277	Arabidopsis thaliana	Plants	361		0	False	4
Q76MV0	Nicotiana tabacum	Plants	136		0	False	5
P10964	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1664		0	False	3
P53332	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	305		0	False	3
Q5F3T7	Gallus gallus	Metazoa	489		0	False	2
Q8K400	Mus musculus	Metazoa	1152		0	False	2
P46674	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1301		0	False	2
Q9JJV4	Mus musculus	Metazoa	327		0	True	2
Q9BZM3	Homo sapiens	Metazoa	304		0	False	5
D2K8N5	Nicotiana benthamiana	Plants	403		0	False	1
Q9VA38	Drosophila melanogaster	Metazoa	1105		0	False	3
Q80US8	Mus musculus	Metazoa	206		0	False	5
Q7RTP6	Homo sapiens	Metazoa	2002		0	False	1
Q8K1R3	Mus musculus	Metazoa	783		0	False	2
P43005	Homo sapiens	Metazoa	524		0	True	4
O00590	Homo sapiens	Metazoa	384		0	True	1
P00058	Gossypium barbadense	Plants	111		0	False	3
P46101	Rattus norvegicus	Metazoa	859		0	True	2
Q86UR1	Homo sapiens	Metazoa	476		0	False	3
A4FVR1	Arabidopsis thaliana	Plants	575		0	False	2
Q6NS65	Mus musculus	Metazoa	339		0	True	3
Q8IZA0	Homo sapiens	Metazoa	1049		0	True	3
Q8K3G5	Mus musculus	Metazoa	453		0	False	2
C4R6F0	Komagataella phaffii (strain GS115 / ATCC 20864)	Fungi	455		0	False	4
Q6NZF1	Mus musculus	Metazoa	792		0	False	1
F8VQB6	Mus musculus	Metazoa	2062		0	False	4
O16000	Caenorhabditis elegans	Metazoa	291		0	False	5
F4JRS4	Arabidopsis thaliana	Plants	707		0	False	2
Q9Y3I0	Homo sapiens	Metazoa	505		0	False	2
P56287	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	678		0	False	2
Q9Y3E5	Homo sapiens	Metazoa	179		0	True	3
P28288	Homo sapiens	Metazoa	659		0	True	4
Q6PIZ9	Homo sapiens	Metazoa	186		0	True	5
O75964	Homo sapiens	Metazoa	103		0	False	4
Q04683	Mus musculus	Metazoa	374		0	True	4
Q9UUG1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	317		0	False	3
Q96JM3	Homo sapiens	Metazoa	812		0	False	1
O08691	Mus musculus	Metazoa	354		0	False	1
F4IW47	Arabidopsis thaliana	Plants	741		0	False	4
Q8L5W8	Arabidopsis thaliana	Plants	416		0	False	2
P63212	Bos taurus	Metazoa	71		0	False	2
Q9SII8	Arabidopsis thaliana	Plants	551		0	False	3
Q9ZU28	Arabidopsis thaliana	Plants	351		0	False	5
Q9SZ42	Arabidopsis thaliana	Plants	323		0	False	5
P0C7R2	Arabidopsis thaliana	Plants	280		0	False	3
P17658	Homo sapiens	Metazoa	529		0	False	1
Q8R3L2	Mus musculus	Metazoa	676		0	False	1
Q8HYL8	Phascolarctos cinereus	Metazoa	661		0	False	3
Q9FYT6	Zea mays	Plants	715		0	False	3
P39994	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	560		0	False	3
Q9BYV1	Homo sapiens	Metazoa	514		0	False	3
O08586	Mus musculus	Metazoa	403		0	False	1
P19684	Nicotiana sylvestris	Plants	324		0	False	4
Q96A56	Homo sapiens	Metazoa	240		0	False	1
P33893	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	541		0	False	5
Q6S5G3	Arabidopsis thaliana	Plants	793		0	False	4
F4HZD1	Arabidopsis thaliana	Plants	944		0	False	3
P22626	Homo sapiens	Metazoa	353		0	False	5
P78946	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	126		0	False	4
E9Q5F9	Mus musculus	Metazoa	2537		0	False	4
Q8K4K6	Mus musculus	Metazoa	548		0	False	3
Q9UFW8	Homo sapiens	Metazoa	167		0	False	2
Q9VCH5	Drosophila melanogaster	Metazoa	1960		0	False	5
Q13356	Homo sapiens	Metazoa	520		0	False	1
Q9NWD9	Homo sapiens	Metazoa	120		0	False	5
P53987	Rattus norvegicus	Metazoa	494		0	True	3
Q924W5	Mus musculus	Metazoa	1097		0	False	4
P31391	Homo sapiens	Metazoa	388		0	True	2
O75164	Homo sapiens	Metazoa	1064		0	False	2
P82914	Homo sapiens	Metazoa	257		0	False	1
Q3ZN08	Mus musculus	Metazoa	260		0	False	1
P49654	Rattus norvegicus	Metazoa	397		0	True	3
P57678	Homo sapiens	Metazoa	1058		0	False	2
O15819	Dictyostelium discoideum	Other	139		0	False	3
Q9NBK5	Drosophila melanogaster	Metazoa	463		0	False	2
A2T1U1	Brassica oleracea var. botrytis	Plants	305		0	False	4
P08985	Drosophila melanogaster	Metazoa	141		0	False	5
P39002	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	694		0	False	4
Q12381	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	906		0	False	2
P47929	Homo sapiens	Metazoa	136		0	False	2
Q9Z0G9	Mus musculus	Metazoa	219		0	True	1
P10823	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	449		0	False	5
Q8K3Q3	Mus musculus	Metazoa	521		0	False	5
Q9GQN5	Drosophila melanogaster	Metazoa	1311		0	False	2
Q96G03	Homo sapiens	Metazoa	612		0	False	5
Q86WJ1	Homo sapiens	Metazoa	897		0	False	2
Q12283	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	360		0	False	2
Q07845	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	632		0	False	4
A9XMT3	Lotus japonicus	Plants	518		0	False	4
O02326	Caenorhabditis elegans	Metazoa	467		0	False	5
P53276	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	713		0	False	5
Q9UBN4	Homo sapiens	Metazoa	977		0	False	3
O77932	Homo sapiens	Metazoa	396		0	False	3
Q9HBW0	Homo sapiens	Metazoa	348		0	True	1
Q9VFI9	Drosophila melanogaster	Metazoa	1118		0	False	3
Q06213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	157		0	False	5
Q8LDD3	Arabidopsis thaliana	Plants	193		0	False	3
Q9ERQ3	Mus musculus	Metazoa	566		0	False	3
P34427	Caenorhabditis elegans	Metazoa	962		0	False	3
P26686	Drosophila melanogaster	Metazoa	376		0	False	3
P53763	Phaseolus vulgaris	Plants	308		0	False	5
Q8C551	Mus musculus	Metazoa	337		0	False	1
Q9VN60	Drosophila melanogaster	Metazoa	278		0	False	3
Q9UNY4	Homo sapiens	Metazoa	1162		0	False	1
Q9NQV8	Homo sapiens	Metazoa	689		0	False	2
Q9DEX1	Xenopus laevis	Metazoa	560		0	False	1
P04166	Rattus norvegicus	Metazoa	146		0	False	3
Q9ESQ5	Rattus norvegicus	Metazoa	1208		0	False	2
Q5IRJ6	Mus musculus	Metazoa	567		0	False	1
Q9M815	Arabidopsis thaliana	Plants	190		0	False	3
Q5TB30	Homo sapiens	Metazoa	811		0	False	5
Q00578	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	843		0	False	5
Q03153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	612		0	False	1
P00295	Mercurialis perennis	Plants	99		0	False	4
Q04206	Homo sapiens	Metazoa	551		0	False	1
P29276	Rattus norvegicus	Metazoa	332		0	True	2
Q9LUA3	Arabidopsis thaliana	Plants	122		0	False	2
Q5VMP0	Oryza sativa subsp. japonica	Plants	720		0	False	2
P49916	Homo sapiens	Metazoa	1009		0	False	4
Q9D495	Mus musculus	Metazoa	329		0	False	5
Q80ZW0	Mus musculus	Metazoa	539		0	False	4
Q9FMZ0	Arabidopsis thaliana	Plants	337		0	False	3
Q9HBL7	Homo sapiens	Metazoa	147		0	True	1
P17659	Rattus norvegicus	Metazoa	530		0	False	4
Q6PR54	Mus musculus	Metazoa	2419		0	False	5
Q08245	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	113		0	False	3
O74499	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	113		0	False	2
Q00535	Homo sapiens	Metazoa	292		0	False	1
Q94AI7	Arabidopsis thaliana	Plants	1131		0	False	4
P32970	Homo sapiens	Metazoa	193		0	True	4
P04053	Homo sapiens	Metazoa	509		0	False	5
Q9UBQ5	Homo sapiens	Metazoa	218		0	False	2
Q96HA9	Homo sapiens	Metazoa	241		0	False	2
P39964	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	757		0	False	5
P20448	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	770		0	False	4
P10069	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	432		0	False	4
Q8NHZ7	Homo sapiens	Metazoa	208		0	False	3
P51432	Mus musculus	Metazoa	1234		0	False	4
P09077	Drosophila melanogaster	Metazoa	417		0	False	3
Q3T0L3	Bos taurus	Metazoa	172		0	False	4
P06271	Nicotiana tabacum	Plants	1070		0	False	3
P61218	Homo sapiens	Metazoa	127		0	False	3
I1RAW4	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	Fungi	316		0	False	1
Q6PB70	Mus musculus	Metazoa	1060		0	False	5
Q38897	Arabidopsis thaliana	Plants	611		0	False	2
Q9VP22	Drosophila melanogaster	Metazoa	1157		0	False	2
Q9NS73	Homo sapiens	Metazoa	344		0	False	5
Q04741	Homo sapiens	Metazoa	290		0	False	1
O09018	Rattus norvegicus	Metazoa	414		0	False	4
P40060	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	125		0	False	1
O94953	Homo sapiens	Metazoa	1096		0	False	5
Q9Y2K7	Homo sapiens	Metazoa	1162		0	False	1
O18475	Drosophila melanogaster	Metazoa	2059		0	False	2
Q9JMJ4	Rattus norvegicus	Metazoa	504		0	False	5
Q10325	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	407		0	False	2
Q15915	Homo sapiens	Metazoa	447		0	False	3
P50105	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	388		0	False	3
J9VWW9	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	225		0	False	2
Q90257	Danio rerio	Metazoa	270		0	False	3
Q9Y6D9	Homo sapiens	Metazoa	718		0	False	4
Q6PGP7	Homo sapiens	Metazoa	1564		0	False	3
P43587	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155		0	False	4
Q02880	Homo sapiens	Metazoa	1626		0	False	2
Q9JMA9	Mus musculus	Metazoa	638		0	True	2
Q9H910	Homo sapiens	Metazoa	190		0	False	3
Q27368	Drosophila melanogaster	Metazoa	805		0	False	3
P0DPK5	Homo sapiens	Metazoa	147		0	False	4
P70451	Mus musculus	Metazoa	823		0	False	5
O14370	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	427		0	False	3
D0VWV4	Sus scrofa	Metazoa	169		0	True	4
P38009	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	592		0	False	4
Q12029	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	327		0	False	5
Q9LXI8	Arabidopsis thaliana	Plants	67		0	False	5
Q14781	Homo sapiens	Metazoa	532		0	False	5
Q9NX76	Homo sapiens	Metazoa	183		0	True	1
Q9UQ49	Homo sapiens	Metazoa	428		0	False	3
Q9SEU8	Arabidopsis thaliana	Plants	186		0	False	4
Q12298	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	539		0	False	3
P22980	Caenorhabditis elegans	Metazoa	324		0	False	4
Q12486	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	218		0	False	2
Q9H902	Homo sapiens	Metazoa	201		0	True	2
Q8BHN1	Mus musculus	Metazoa	524		0	False	1
Q9D3G9	Mus musculus	Metazoa	191		0	False	2
Q08553	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	188		0	False	3
Q00598	Cyanophora paradoxa	Other	363		0	False	1
Q9TUP7	Canis lupus familiaris	Metazoa	444		0	True	3
P13620	Bos taurus	Metazoa	161		0	False	4
O75608	Homo sapiens	Metazoa	230		0	False	3
P47084	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	519		0	False	4
Q5GLZ8	Homo sapiens	Metazoa	1057		0	False	1
Q9M0V3	Arabidopsis thaliana	Plants	1088		0	False	5
I7HD01	Leishmania donovani	Other	189		0	False	1
Q9HAB3	Homo sapiens	Metazoa	445		0	True	2
O74443	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	272		0	False	3
A0A6P3HVI0	Bison bison bison	Metazoa	535		0	True	3
Q9JJL0	Mus musculus	Metazoa	238		0	False	2
Q99801	Homo sapiens	Metazoa	234		0	False	4
P53230	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	385		0	False	2
Q61967	Mus musculus	Metazoa	636		0	False	5
P08638	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	886		0	False	2
Q10MC0	Oryza sativa subsp. japonica	Plants	628		0	False	1
G5EBH1	Caenorhabditis elegans	Metazoa	1074		0	False	2
Q9UT23	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	834		0	False	2
P10826	Homo sapiens	Metazoa	455		0	False	5
Q5VV67	Homo sapiens	Metazoa	1664		0	False	3
O00750	Homo sapiens	Metazoa	1634		0	False	3
O36024	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	280		0	False	2
P80217	Homo sapiens	Metazoa	286		0	False	2
P48499	Leishmania mexicana	Other	251		0	False	4
Q7SHR9	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	316		0	False	4
O75116	Homo sapiens	Metazoa	1388		0	False	3
P53986	Mus musculus	Metazoa	493		0	True	3
Q6TRW4	Rattus norvegicus	Metazoa	1447		0	False	2
O74856	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	335		0	False	4
P31267	Homo sapiens	Metazoa	233		0	False	2
P48525	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	536		0	False	2
Q10173	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	441		0	False	2
Q9SUA1	Arabidopsis thaliana	Plants	763		0	False	1
Q9S7E4	Arabidopsis thaliana	Plants	384		0	False	5
Q9P3W1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	434		0	False	4
Q60674	Mus musculus	Metazoa	576		0	False	1
Q9S757	Arabidopsis thaliana	Plants	368		0	False	1
Q8TAE7	Homo sapiens	Metazoa	436		0	False	2
Q03060	Homo sapiens	Metazoa	345		0	False	4
A0A7U2QXY7	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)	Fungi	438		0	False	5
Q812E9	Rattus norvegicus	Metazoa	278		0	True	1
P20339	Homo sapiens	Metazoa	215		0	False	1
Q1JPL4	Arabidopsis thaliana	Plants	571		0	False	4
Q60929	Mus musculus	Metazoa	498		0	False	4
Q9H160	Homo sapiens	Metazoa	280		0	False	4
P00074	Ginkgo biloba	Plants	113		0	False	2
Q12309	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	687		0	False	5
P06505	Spinacia oleracea	Plants	335		0	False	3
P05982	Rattus norvegicus	Metazoa	274		0	False	5
Q99551	Homo sapiens	Metazoa	399		0	False	1
Q9UUJ4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	333		0	False	4
Q9SU91	Arabidopsis thaliana	Plants	336		0	False	5
P53618	Homo sapiens	Metazoa	953		0	False	2
P00455	Spinacia oleracea	Plants	369		0	False	4
Q969J2	Homo sapiens	Metazoa	545		0	False	1
Q9P267	Homo sapiens	Metazoa	1494		0	False	5
Q84VQ4	Arabidopsis thaliana	Plants	218		0	False	1
P19783	Mus musculus	Metazoa	169		0	False	2
Q9SHG6	Arabidopsis thaliana	Plants	849		0	False	3
P40506	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	365		0	False	2
Q04013	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	314		0	True	3
Q969Q6	Homo sapiens	Metazoa	453		0	False	1
Q9Y606	Homo sapiens	Metazoa	427		0	False	3
Q9P5M9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	257		0	False	5
Q9BSJ5	Homo sapiens	Metazoa	609		0	False	3
Q708Y0	Arabidopsis thaliana	Plants	623		0	False	2
Q15397	Homo sapiens	Metazoa	648		0	False	5
Q9SW31	Arabidopsis thaliana	Plants	157		0	False	5
P43606	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	678		0	False	1
P07378	Trypanosoma brucei brucei	Other	440		0	False	5
O23492	Arabidopsis thaliana	Plants	582		0	True	1
Q8TAF3	Homo sapiens	Metazoa	677		0	False	4
P22561	Mus musculus	Metazoa	449		0	False	2
Q16587	Homo sapiens	Metazoa	644		0	False	2
O95801	Homo sapiens	Metazoa	387		0	False	3
Q6JAN1	Canis lupus familiaris	Metazoa	1081		0	False	3
P50536	Drosophila melanogaster	Metazoa	512		0	False	3
Q8NFU0	Homo sapiens	Metazoa	473		0	True	4
P04636	Rattus norvegicus	Metazoa	338		0	False	5
Q03330	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	439		0	False	5
P48234	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	707		0	False	5
Q9Y4Z0	Homo sapiens	Metazoa	139		0	False	2
O22806	Arabidopsis thaliana	Plants	395		0	False	2
Q6ZPR4	Mus musculus	Metazoa	1224		0	True	1
P0C0S6	Mus musculus	Metazoa	128		0	False	1
Q6IEG0	Homo sapiens	Metazoa	339		0	False	3
G5EG51	Caenorhabditis elegans	Metazoa	1270		0	False	1
O43572	Homo sapiens	Metazoa	662		0	False	4
Q13564	Homo sapiens	Metazoa	534		0	False	2
Q04675	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	128		0	False	1
Q9H0A0	Homo sapiens	Metazoa	1025		0	False	4
Q9H6F5	Homo sapiens	Metazoa	360		0	False	2
P49791	Rattus norvegicus	Metazoa	1468		0	False	5
P23396	Homo sapiens	Metazoa	243		0	False	3
P08657	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	Fungi	865		0	False	4
Q7Z713	Homo sapiens	Metazoa	158		0	False	2
Q5M729	Arabidopsis thaliana	Plants	539		0	False	5
Q86X55	Homo sapiens	Metazoa	608		0	False	3
P56286	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	306		0	False	2
B1B3P3	Sophora flavescens	Plants	410		0	False	1
Q9NWS1	Homo sapiens	Metazoa	579		0	False	3
O80786	Arabidopsis thaliana	Plants	727		0	False	3
