accession	organism	kingdom	length	sp_cleavage_site	label	tm_helix_start_leq_90	fold
P10069	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	432		0	False	4
P51432	Mus musculus	Metazoa	1234		0	False	4
Q3T0L3	Bos taurus	Metazoa	172		0	False	4
O09018	Rattus norvegicus	Metazoa	414		0	False	4
Q9Y6D9	Homo sapiens	Metazoa	718		0	False	4
P43587	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155		0	False	4
P0DPK5	Homo sapiens	Metazoa	147		0	False	4
D0VWV4	Sus scrofa	Metazoa	169		0	True	4
P38009	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	592		0	False	4
Q9SEU8	Arabidopsis thaliana	Plants	186		0	False	4
P22980	Caenorhabditis elegans	Metazoa	324		0	False	4
P13620	Bos taurus	Metazoa	161		0	False	4
P47084	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	519		0	False	4
Q99801	Homo sapiens	Metazoa	234		0	False	4
P48499	Leishmania mexicana	Other	251		0	False	4
Q7SHR9	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	316		0	False	4
O74856	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	335		0	False	4
Q9P3W1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	434		0	False	4
Q03060	Homo sapiens	Metazoa	345		0	False	4
Q1JPL4	Arabidopsis thaliana	Plants	571		0	False	4
Q60929	Mus musculus	Metazoa	498		0	False	4
Q9H160	Homo sapiens	Metazoa	280		0	False	4
Q9UUJ4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	333		0	False	4
P00455	Spinacia oleracea	Plants	369		0	False	4
Q8TAF3	Homo sapiens	Metazoa	677		0	False	4
Q8NFU0	Homo sapiens	Metazoa	473		0	True	4
O43572	Homo sapiens	Metazoa	662		0	False	4
Q9H0A0	Homo sapiens	Metazoa	1025		0	False	4
P08657	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	Fungi	865		0	False	4
Q12248	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	94		0	False	4
Q8LBB7	Arabidopsis thaliana	Plants	228		0	False	4
C4M4P4	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Other	148		0	False	4
C0HKE9	Mus musculus	Metazoa	130		0	False	4
P20240	Drosophila melanogaster	Metazoa	424		0	False	4
P13639	Homo sapiens	Metazoa	858		0	False	4
Q80Z36	Rattus norvegicus	Metazoa	951		0	False	4
O14920	Homo sapiens	Metazoa	756		0	False	4
Q06706	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1349		0	False	4
Q2HIK4	Arabidopsis thaliana	Plants	129		0	False	4
P33527	Homo sapiens	Metazoa	1531		0	True	4
Q9ERD6	Mus musculus	Metazoa	590		0	False	4
O94522	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	390		0	False	4
P46087	Homo sapiens	Metazoa	812		0	False	4
Q9WVS8	Mus musculus	Metazoa	806		0	False	4
P34915	Physcomitrium patens	Plants	475		0	False	4
Q12481	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	300		0	False	4
Q07824	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	586		0	False	4
Q8ITW8	Caenorhabditis elegans	Metazoa	504		0	False	4
Q8N4S9	Homo sapiens	Metazoa	558		0	False	4
A0SVK0	Arabidopsis thaliana	Plants	291		0	False	4
P15791	Rattus norvegicus	Metazoa	533		0	False	4
Q15366	Homo sapiens	Metazoa	365		0	False	4
P63128	Homo sapiens	Metazoa	1117		0	False	4
Q9P0L0	Homo sapiens	Metazoa	249		0	False	4
Q3UNH4	Mus musculus	Metazoa	932		0	False	4
P01106	Homo sapiens	Metazoa	454		0	False	4
Q8TEW0	Homo sapiens	Metazoa	1356		0	False	4
Q15714	Homo sapiens	Metazoa	1073		0	False	4
Q9I9N6	Danio rerio	Metazoa	203		0	False	4
P00073	Spinacia oleracea	Plants	111		0	False	4
P22087	Homo sapiens	Metazoa	321		0	False	4
P27601	Mus musculus	Metazoa	377		0	False	4
Q7Z2W9	Homo sapiens	Metazoa	205		0	False	4
P00319	Galdieria sulphuraria	Other	161		0	False	4
O42647	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	188		0	False	4
O95838	Homo sapiens	Metazoa	553		0	False	4
Q9W4S7	Drosophila melanogaster	Metazoa	717		0	False	4
Q12275	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1648		0	False	4
Q5ANE3	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	170		0	True	4
Q42606	Arabidopsis thaliana	Plants	369		0	False	4
P04198	Homo sapiens	Metazoa	464		0	False	4
Q9ZQC5	Arabidopsis thaliana	Plants	583		0	False	4
P87115	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1033		0	False	4
P53889	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	259		0	False	4
O60333	Homo sapiens	Metazoa	1816		0	False	4
Q10222	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	670		0	False	4
Q9LY87	Arabidopsis thaliana	Plants	468		0	False	4
P16373	Mus musculus	Metazoa	653		0	False	4
F4K8S5	Arabidopsis thaliana	Plants	355		0	False	4
P22135	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	325		0	False	4
P49888	Homo sapiens	Metazoa	294		0	False	4
O94494	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	277		0	False	4
Q01780	Homo sapiens	Metazoa	885		0	False	4
P26526	Chlamydomonas reinhardtii	Plants	508		0	False	4
Q96DE0	Homo sapiens	Metazoa	195		0	False	4
P49597	Arabidopsis thaliana	Plants	434		0	False	4
Q28205	Bos taurus	Metazoa	1199		0	False	4
Q16617	Homo sapiens	Metazoa	165		0	True	4
Q9PVE4	Danio rerio	Metazoa	395		0	False	4
Q7Z6Z7	Homo sapiens	Metazoa	4374		0	False	4
Q03937	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	162		0	False	4
O75751	Homo sapiens	Metazoa	556		0	True	4
P38197	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	257		0	False	4
P38172	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	270		0	False	4
Q9FKP4	Arabidopsis thaliana	Plants	1264		0	False	4
P31316	Mus musculus	Metazoa	305		0	False	4
P14907	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	823		0	False	4
P11970	Populus nigra	Plants	168		0	False	4
Q80TG1	Mus musculus	Metazoa	1036		0	False	4
Q08753	Chlamydomonas moewusii	Plants	164		0	False	4
Q01959	Homo sapiens	Metazoa	620		0	True	4
P48434	Gallus gallus	Metazoa	494		0	False	4
Q8VC04	Mus musculus	Metazoa	261		0	False	4
Q9W148	Drosophila melanogaster	Metazoa	731		0	False	4
Q9BYB4	Homo sapiens	Metazoa	327		0	False	4
Q9NW64	Homo sapiens	Metazoa	420		0	False	4
P38228	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	572		0	False	4
Q96QA6	Homo sapiens	Metazoa	119		0	False	4
Q3TWW8	Mus musculus	Metazoa	339		0	False	4
P42731	Arabidopsis thaliana	Plants	629		0	False	4
P63329	Rattus norvegicus	Metazoa	521		0	False	4
Q8CHM7	Rattus norvegicus	Metazoa	581		0	False	4
O23077	Arabidopsis thaliana	Plants	319		0	False	4
Q8RWL6	Arabidopsis thaliana	Plants	570		0	False	4
O14744	Homo sapiens	Metazoa	637		0	False	4
O08573	Mus musculus	Metazoa	353		0	False	4
Q9BWH2	Homo sapiens	Metazoa	189		0	True	4
Q96255	Arabidopsis thaliana	Plants	430		0	False	4
P06168	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	395		0	False	4
P14678	Homo sapiens	Metazoa	240		0	False	4
P05764	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	87		0	False	4
Q9NS37	Homo sapiens	Metazoa	354		0	False	4
P06367	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	137		0	False	4
P37299	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	77		0	True	4
Q15269	Homo sapiens	Metazoa	919		0	False	4
O44081	Drosophila melanogaster	Metazoa	508		0	False	4
Q9NQ88	Homo sapiens	Metazoa	270		0	False	4
P34253	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	313		0	False	4
Q10271	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	321		0	False	4
P22243	Carthamus tinctorius	Plants	396		0	False	4
G5ED66	Caenorhabditis elegans	Metazoa	308		0	False	4
Q7Z7G2	Homo sapiens	Metazoa	160		0	False	4
Q40541	Nicotiana tabacum	Plants	690		0	False	4
O82798	Arabidopsis thaliana	Plants	259		0	False	4
O61443	Drosophila melanogaster	Metazoa	365		0	False	4
Q9D4W2	Mus musculus	Metazoa	315		0	False	4
Q8N3U4	Homo sapiens	Metazoa	1231		0	False	4
Q8IVP5	Homo sapiens	Metazoa	155		0	True	4
P49377	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	Fungi	289		0	False	4
F4I718	Arabidopsis thaliana	Plants	2136		0	False	4
Q9VR56	Drosophila melanogaster	Metazoa	319		0	False	4
Q9ZWB3	Arabidopsis thaliana	Plants	471		0	False	4
P38282	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	291		0	False	4
Q960X4	Drosophila melanogaster	Metazoa	541		0	False	4
P54679	Dictyostelium discoideum	Other	1058		0	False	4
Q8LPL7	Arabidopsis thaliana	Plants	355		0	False	4
P39685	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1337		0	False	4
Q9SJT1	Arabidopsis thaliana	Plants	700		0	False	4
O43765	Homo sapiens	Metazoa	313		0	False	4
Q946J8	Arabidopsis thaliana	Plants	445		0	False	4
P36179	Drosophila melanogaster	Metazoa	591		0	False	4
P29266	Rattus norvegicus	Metazoa	335		0	False	4
Q69P94	Oryza sativa subsp. japonica	Plants	232		0	False	4
P38911	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	411		0	False	4
P53971	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	965		0	False	4
Q8IVS8	Homo sapiens	Metazoa	523		0	False	4
P47979	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	404		0	False	4
P37263	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	153		0	False	4
P22276	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1149		0	False	4
Q9UU83	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	425		0	False	4
P0DKB6	Homo sapiens	Metazoa	136		0	True	4
Q92913	Homo sapiens	Metazoa	245		0	False	4
Q9VGH1	Drosophila melanogaster	Metazoa	520		0	False	4
Q5T8A7	Homo sapiens	Metazoa	1209		0	False	4
Q8N2I9	Homo sapiens	Metazoa	435		0	False	4
Q66GI4	Arabidopsis thaliana	Plants	572		0	False	4
Q09349	Caenorhabditis elegans	Metazoa	984		0	False	4
P58406	Mus musculus	Metazoa	445		0	True	4
Q9R1A8	Mus musculus	Metazoa	733		0	False	4
P09769	Homo sapiens	Metazoa	529		0	False	4
Q99459	Homo sapiens	Metazoa	802		0	False	4
Q5BKR2	Mus musculus	Metazoa	547		0	True	4
P36053	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	145		0	False	4
Q9FRL5	Arabidopsis thaliana	Plants	309		0	False	4
Q5I6B8	Rattus norvegicus	Metazoa	688		0	False	4
O75340	Homo sapiens	Metazoa	191		0	False	4
P10898	Chlamydomonas reinhardtii	Plants	461		0	True	4
P28737	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	362		0	True	4
P18491	Drosophila melanogaster	Metazoa	199		0	False	4
Q6PCP5	Mus musculus	Metazoa	291		0	False	4
Q8RUN2	Arabidopsis thaliana	Plants	213		0	False	4
Q9LVI9	Arabidopsis thaliana	Plants	426		0	False	4
P16951	Mus musculus	Metazoa	487		0	False	4
Q21017	Caenorhabditis elegans	Metazoa	822		0	False	4
Q9STS1	Arabidopsis thaliana	Plants	503		0	False	4
O18412	Drosophila melanogaster	Metazoa	718		0	False	4
H2L008	Caenorhabditis elegans	Metazoa	480		0	False	4
P06803	Mus musculus	Metazoa	313		0	False	4
Q9M8J9	Arabidopsis thaliana	Plants	406		0	False	4
Q15078	Homo sapiens	Metazoa	307		0	False	4
P52500	Rattus norvegicus	Metazoa	384		0	True	4
Q80VM7	Mus musculus	Metazoa	985		0	False	4
Q76M72	Mus musculus	Metazoa	551		0	True	4
P32598	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	312		0	False	4
Q8GXX0	Arabidopsis thaliana	Plants	191		0	False	4
Q9FTA2	Arabidopsis thaliana	Plants	239		0	False	4
P14408	Rattus norvegicus	Metazoa	507		0	False	4
Q9UBY0	Homo sapiens	Metazoa	812		0	True	4
P53072	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	289		0	False	4
Q94AI6	Arabidopsis thaliana	Plants	752		0	False	4
Q07923	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	191		0	False	4
Q9UTL6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	225		0	False	4
Q63384	Rattus norvegicus	Metazoa	416		0	True	4
Q9NX63	Homo sapiens	Metazoa	227		0	False	4
P24860	Mus musculus	Metazoa	430		0	False	4
P25651	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	190		0	False	4
Q60848	Mus musculus	Metazoa	821		0	False	4
Q8NEM7	Homo sapiens	Metazoa	779		0	False	4
Q9LZD3	Arabidopsis thaliana	Plants	638		0	False	4
Q9FIX1	Arabidopsis thaliana	Plants	172		0	False	4
Q7Z410	Homo sapiens	Metazoa	1059		0	True	4
Q9UUB6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	300		0	False	4
P40847	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	254		0	False	4
Q9H2U2	Homo sapiens	Metazoa	334		0	False	4
Q01896	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1091		0	True	4
P97562	Rattus norvegicus	Metazoa	681		0	False	4
O13999	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	187		0	True	4
Q8BP27	Mus musculus	Metazoa	319		0	False	4
Q5VTR2	Homo sapiens	Metazoa	975		0	False	4
O88291	Mus musculus	Metazoa	580		0	False	4
Q9Y4D2	Homo sapiens	Metazoa	1042		0	True	4
Q9UQL6	Homo sapiens	Metazoa	1122		0	False	4
Q9Y6I9	Homo sapiens	Metazoa	313		0	True	4
Q5T5X7	Homo sapiens	Metazoa	828		0	False	4
P84861	Polysiphonia urceolata	Other	164		0	False	4
O43688	Homo sapiens	Metazoa	288		0	True	4
P29185	Zea mays	Plants	577		0	False	4
O35280	Mus musculus	Metazoa	476		0	False	4
Q4FZD7	Mus musculus	Metazoa	595		0	False	4
P87231	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	608		0	False	4
Q8H0U4	Arabidopsis thaliana	Plants	891		0	False	4
Q9LDE1	Arabidopsis thaliana	Plants	323		0	False	4
Q9BRG1	Homo sapiens	Metazoa	176		0	False	4
P46093	Homo sapiens	Metazoa	362		0	True	4
Q9LZ08	Arabidopsis thaliana	Plants	214		0	False	4
P97367	Mus musculus	Metazoa	477		0	False	4
Q92841	Homo sapiens	Metazoa	729		0	False	4
Q9VZL5	Drosophila melanogaster	Metazoa	485		0	False	4
Q96E09	Homo sapiens	Metazoa	287		0	False	4
P55316	Homo sapiens	Metazoa	489		0	False	4
Q7Z3D4	Homo sapiens	Metazoa	306		0	False	4
O13919	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1075		0	False	4
Q6FI81	Homo sapiens	Metazoa	312		0	False	4
Q10M41	Oryza sativa subsp. japonica	Plants	641		0	False	4
Q8CD10	Mus musculus	Metazoa	432		0	False	4
P62814	Mus musculus	Metazoa	511		0	False	4
Q76MT4	Rattus norvegicus	Metazoa	842		0	False	4
Q7KZN9	Homo sapiens	Metazoa	410		0	True	4
O59770	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	253		0	False	4
Q62376	Mus musculus	Metazoa	448		0	False	4
P51514	Rattus norvegicus	Metazoa	707		0	False	4
P00506	Sus scrofa	Metazoa	430		0	False	4
P0DJ07	Homo sapiens	Metazoa	73		0	True	4
Q21227	Caenorhabditis elegans	Metazoa	1188		0	False	4
Q9JK66	Rattus norvegicus	Metazoa	465		0	False	4
G5EBX6	Caenorhabditis elegans	Metazoa	876		0	False	4
F4JYC8	Arabidopsis thaliana	Plants	1706		0	False	4
P60953	Homo sapiens	Metazoa	191		0	False	4
P41218	Homo sapiens	Metazoa	407		0	False	4
O23344	Arabidopsis thaliana	Plants	154		0	False	4
Q9SPI9	Chlamydomonas reinhardtii	Plants	115		0	True	4
O22446	Arabidopsis thaliana	Plants	501		0	False	4
P43266	Euglena gracilis	Other	100		0	True	4
A5PKW4	Homo sapiens	Metazoa	1024		0	False	4
P35999	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	772		0	False	4
P08992	Tetrahymena thermophila (strain SB210)	Other	146		0	False	4
O00910	Dictyostelium discoideum	Other	707		0	False	4
A0JP82	Xenopus tropicalis	Metazoa	1901		0	False	4
P53921	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	115		0	False	4
Q7KRY7	Drosophila melanogaster	Metazoa	1851		0	False	4
P10127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	382		0	False	4
Q10154	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	240		0	False	4
P49235	Zea mays	Plants	566		0	False	4
Q9SQK3	Arabidopsis thaliana	Plants	315		0	False	4
Q9TXJ0	Caenorhabditis elegans	Metazoa	348		0	False	4
Q93034	Homo sapiens	Metazoa	780		0	False	4
Q86V15	Homo sapiens	Metazoa	1759		0	False	4
P08559	Homo sapiens	Metazoa	390		0	False	4
C4R2L0	Komagataella phaffii (strain GS115 / ATCC 20864)	Fungi	576		0	False	4
O75879	Homo sapiens	Metazoa	557		0	False	4
P00108	Petalonia fascia	Other	85		0	False	4
O80653	Arabidopsis thaliana	Plants	613		0	False	4
Q86TB3	Homo sapiens	Metazoa	2170		0	False	4
Q9NR48	Homo sapiens	Metazoa	2969		0	False	4
P53188	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	120		0	False	4
O60057	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	411		0	False	4
Q12383	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	476		0	False	4
Q12052	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	315		0	False	4
P14415	Homo sapiens	Metazoa	290		0	True	4
P63040	Mus musculus	Metazoa	134		0	False	4
Q34807	Wickerhamomyces canadensis	Fungi	231		0	False	4
P97490	Mus musculus	Metazoa	1249		0	False	4
P20020	Homo sapiens	Metazoa	1220		0	False	4
Q9LUR3	Arabidopsis thaliana	Plants	224		0	False	4
A1Z9P3	Drosophila melanogaster	Metazoa	1576		0	False	4
O00257	Homo sapiens	Metazoa	560		0	False	4
Q8CIN9	Rattus norvegicus	Metazoa	362		0	False	4
A2YQD9	Oryza sativa subsp. indica	Plants	139		0	False	4
Q7XP65	Oryza sativa subsp. japonica	Plants	358		0	False	4
P00519	Homo sapiens	Metazoa	1130		0	False	4
Q39735	Flaveria bidentis	Plants	953		0	False	4
Q9SHE8	Arabidopsis thaliana	Plants	221		0	False	4
Q9FLH0	Arabidopsis thaliana	Plants	1010		0	False	4
Q9Z252	Rattus norvegicus	Metazoa	207		0	False	4
Q08273	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	121		0	False	4
Q197W8	Arabidopsis thaliana	Plants	473		0	False	4
P0DH95	Arabidopsis thaliana	Plants	149		0	False	4
P32828	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	619		0	False	4
P23798	Mus musculus	Metazoa	342		0	False	4
Q9H5Z6	Homo sapiens	Metazoa	455		0	False	4
P43635	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	486		0	False	4
Q8WZK0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	695		0	False	4
O49839	Arabidopsis thaliana	Plants	426		0	False	4
P63162	Homo sapiens	Metazoa	240		0	False	4
P34230	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	853		0	False	4
Q9Z2G1	Mus musculus	Metazoa	654		0	False	4
Q9M4A2	Arabidopsis thaliana	Plants	362		0	False	4
Q8R107	Mus musculus	Metazoa	217		0	False	4
O22993	Arabidopsis thaliana	Plants	946		0	False	4
Q5QGS0	Homo sapiens	Metazoa	1516		0	False	4
Q9BUU2	Homo sapiens	Metazoa	404		0	False	4
Q9S7A9	Arabidopsis thaliana	Plants	174		0	False	4
Q9H4K7	Homo sapiens	Metazoa	406		0	False	4
Q69IL4	Oryza sativa subsp. japonica	Plants	380		0	False	4
F4I8I0	Arabidopsis thaliana	Plants	596		0	True	4
Q8S307	Arabidopsis thaliana	Plants	336		0	False	4
Q7LG56	Homo sapiens	Metazoa	351		0	False	4
Q07844	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	837		0	False	4
A1Z6W3	Drosophila melanogaster	Metazoa	1299		0	False	4
Q8IY26	Homo sapiens	Metazoa	295		0	False	4
P00222	Colocasia esculenta	Plants	97		0	False	4
Q9C002	Homo sapiens	Metazoa	83		0	False	4
Q9FJK3	Arabidopsis thaliana	Plants	321		0	False	4
Q9ASY8	Arabidopsis thaliana	Plants	75		0	True	4
P53944	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	314		0	False	4
Q32PI6	Bos taurus	Metazoa	294		0	False	4
Q10426	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1040		0	False	4
P91926	Drosophila melanogaster	Metazoa	940		0	False	4
Q9Z0Y7	Mus musculus	Metazoa	1216		0	False	4
Q9MAM4	Arabidopsis thaliana	Plants	527		0	False	4
P07278	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	416		0	False	4
Q1PDW3	Arabidopsis thaliana	Plants	636		0	False	4
Q16719	Homo sapiens	Metazoa	465		0	False	4
Q17602	Caenorhabditis elegans	Metazoa	1390		0	False	4
O22131	Arabidopsis thaliana	Plants	262		0	False	4
Q08926	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	304		0	False	4
Q9P802	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	194		0	False	4
Q8NDQ6	Homo sapiens	Metazoa	660		0	False	4
Q9LXW7	Arabidopsis thaliana	Plants	1580		0	False	4
Q9CAF6	Arabidopsis thaliana	Plants	950		0	False	4
Q9VV73	Drosophila melanogaster	Metazoa	841		0	False	4
O81316	Arabidopsis thaliana	Plants	558		0	False	4
Q9C516	Arabidopsis thaliana	Plants	848		0	False	4
Q12460	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	504		0	False	4
Q9ZQZ6	Arabidopsis thaliana	Plants	263		0	False	4
Q96EY5	Homo sapiens	Metazoa	273		0	False	4
Q9UPP1	Homo sapiens	Metazoa	1060		0	False	4
Q9Z2A6	Rattus norvegicus	Metazoa	547		0	False	4
Q8K4B2	Mus musculus	Metazoa	609		0	False	4
Q8N5A5	Homo sapiens	Metazoa	531		0	False	4
P41735	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	233		0	False	4
O18473	Heliothis virescens	Metazoa	576		0	False	4
Q93ZR1	Arabidopsis thaliana	Plants	565		0	False	4
Q8K0D5	Mus musculus	Metazoa	751		0	False	4
P32338	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	300		0	False	4
O00541	Homo sapiens	Metazoa	588		0	False	4
Q9H079	Homo sapiens	Metazoa	304		0	False	4
Q9FGV1	Arabidopsis thaliana	Plants	811		0	False	4
Q6Z2Z4	Oryza sativa subsp. japonica	Plants	414		0	False	4
Q9P2D1	Homo sapiens	Metazoa	2997		0	False	4
P35579	Homo sapiens	Metazoa	1960		0	False	4
O60284	Homo sapiens	Metazoa	1047		0	False	4
Q9R1X4	Mus musculus	Metazoa	1197		0	False	4
P81459	Thunnus alalunga	Metazoa	103		0	False	4
Q5ZIS0	Gallus gallus	Metazoa	157		0	True	4
P20436	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	146		0	False	4
Q86UF1	Homo sapiens	Metazoa	283		0	True	4
P49588	Homo sapiens	Metazoa	968		0	False	4
Q9NQX1	Homo sapiens	Metazoa	630		0	False	4
Q16873	Homo sapiens	Metazoa	150		0	True	4
Q0IGK1	Arabidopsis thaliana	Plants	445		0	False	4
Q0P5I5	Bos taurus	Metazoa	327		0	False	4
P10275	Homo sapiens	Metazoa	920		0	False	4
Q13304	Homo sapiens	Metazoa	367		0	True	4
O15016	Homo sapiens	Metazoa	1351		0	False	4
Q9NTM9	Homo sapiens	Metazoa	273		0	False	4
A6NNB3	Homo sapiens	Metazoa	132		0	True	4
Q7RYW8	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	258		0	False	4
O04630	Arabidopsis thaliana	Plants	709		0	False	4
O15042	Homo sapiens	Metazoa	1029		0	False	4
Q9P7P1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	147		0	False	4
Q9WU70	Rattus norvegicus	Metazoa	1152		0	False	4
Q13625	Homo sapiens	Metazoa	1128		0	False	4
Q9NUL3	Homo sapiens	Metazoa	570		0	False	4
Q16222	Homo sapiens	Metazoa	522		0	False	4
Q84U09	Brassica napus	Plants	215		0	False	4
Q32Q92	Mus musculus	Metazoa	419		0	False	4
Q08961	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	583		0	False	4
M1J8U6	Prunus domestica	Plants	213		0	False	4
O43395	Homo sapiens	Metazoa	683		0	False	4
P53255	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	507		0	False	4
P46948	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	246		0	False	4
P47897	Homo sapiens	Metazoa	775		0	False	4
Q8GZQ3	Arabidopsis thaliana	Plants	922		0	False	4
Q402E1	Lilium longiflorum	Plants	136		0	False	4
Q9FKM2	Arabidopsis thaliana	Plants	274		0	False	4
Q96N21	Homo sapiens	Metazoa	525		0	False	4
O59748	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	335		0	False	4
Q15672	Homo sapiens	Metazoa	202		0	False	4
Q8LGH4	Arabidopsis thaliana	Plants	792		0	False	4
Q05043	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	376		0	False	4
A6NND4	Homo sapiens	Metazoa	320		0	True	4
O15178	Homo sapiens	Metazoa	435		0	False	4
A0A509AQ68	Plasmodium berghei (strain Anka)	Other	446		0	False	4
P53840	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1238		0	False	4
Q9H2X8	Homo sapiens	Metazoa	130		0	True	4
Q62769	Rattus norvegicus	Metazoa	1622		0	False	4
