accession	organism	kingdom	length	sp_cleavage_site	label	tm_helix_start_leq_90	fold
F4J284	Arabidopsis thaliana	Plants	860		0	False	2
Q9P275	Homo sapiens	Metazoa	1123		0	False	2
Q8C3K6	Mus musculus	Metazoa	665		0	True	2
Q92629	Homo sapiens	Metazoa	289		0	True	2
Q06011	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	112		0	True	2
P13618	Sus scrofa	Metazoa	76		0	False	2
O43541	Homo sapiens	Metazoa	496		0	False	2
Q9FJI1	Arabidopsis thaliana	Plants	178		0	False	2
Q9BVS5	Homo sapiens	Metazoa	477		0	False	2
Q92843	Homo sapiens	Metazoa	193		0	False	2
Q0WX00	Arabidopsis thaliana	Plants	460		0	False	2
Q9SGS4	Arabidopsis thaliana	Plants	302		0	False	2
Q9FFZ7	Arabidopsis thaliana	Plants	202		0	True	2
Q9SX98	Arabidopsis thaliana	Plants	519		0	False	2
O75970	Homo sapiens	Metazoa	2070		0	False	2
P00560	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	416		0	False	2
Q12849	Homo sapiens	Metazoa	480		0	False	2
Q6VVB1	Homo sapiens	Metazoa	395		0	False	2
Q9BXL5	Homo sapiens	Metazoa	484		0	False	2
Q08162	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1001		0	False	2
Q9QY24	Mus musculus	Metazoa	411		0	False	2
P25801	Mus musculus	Metazoa	158		0	False	2
A7UL74	Arabidopsis thaliana	Plants	345		0	False	2
Q9NWQ8	Homo sapiens	Metazoa	432		0	True	2
Q05541	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	303		0	False	2
P0DOV1	Mus musculus	Metazoa	425		0	False	2
P17655	Homo sapiens	Metazoa	700		0	False	2
P00830	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	511		0	False	2
Q8RWG1	Arabidopsis thaliana	Plants	682		0	False	2
Q9UL03	Homo sapiens	Metazoa	887		0	False	2
Q01831	Homo sapiens	Metazoa	940		0	False	2
Q8NBS3	Homo sapiens	Metazoa	875		0	False	2
Q5F3T7	Gallus gallus	Metazoa	489		0	False	2
Q8K400	Mus musculus	Metazoa	1152		0	False	2
P46674	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1301		0	False	2
Q9JJV4	Mus musculus	Metazoa	327		0	True	2
Q8K1R3	Mus musculus	Metazoa	783		0	False	2
P46101	Rattus norvegicus	Metazoa	859		0	True	2
A4FVR1	Arabidopsis thaliana	Plants	575		0	False	2
Q8K3G5	Mus musculus	Metazoa	453		0	False	2
F4JRS4	Arabidopsis thaliana	Plants	707		0	False	2
Q9Y3I0	Homo sapiens	Metazoa	505		0	False	2
P56287	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	678		0	False	2
Q8L5W8	Arabidopsis thaliana	Plants	416		0	False	2
P63212	Bos taurus	Metazoa	71		0	False	2
Q9UFW8	Homo sapiens	Metazoa	167		0	False	2
P31391	Homo sapiens	Metazoa	388		0	True	2
O75164	Homo sapiens	Metazoa	1064		0	False	2
P57678	Homo sapiens	Metazoa	1058		0	False	2
Q9NBK5	Drosophila melanogaster	Metazoa	463		0	False	2
Q12381	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	906		0	False	2
P47929	Homo sapiens	Metazoa	136		0	False	2
Q9GQN5	Drosophila melanogaster	Metazoa	1311		0	False	2
Q86WJ1	Homo sapiens	Metazoa	897		0	False	2
Q12283	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	360		0	False	2
Q9NQV8	Homo sapiens	Metazoa	689		0	False	2
Q9ESQ5	Rattus norvegicus	Metazoa	1208		0	False	2
P29276	Rattus norvegicus	Metazoa	332		0	True	2
Q9LUA3	Arabidopsis thaliana	Plants	122		0	False	2
Q5VMP0	Oryza sativa subsp. japonica	Plants	720		0	False	2
O74499	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	113		0	False	2
Q9UBQ5	Homo sapiens	Metazoa	218		0	False	2
Q96HA9	Homo sapiens	Metazoa	241		0	False	2
Q38897	Arabidopsis thaliana	Plants	611		0	False	2
Q9VP22	Drosophila melanogaster	Metazoa	1157		0	False	2
O18475	Drosophila melanogaster	Metazoa	2059		0	False	2
Q10325	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	407		0	False	2
J9VWW9	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	225		0	False	2
Q02880	Homo sapiens	Metazoa	1626		0	False	2
Q9JMA9	Mus musculus	Metazoa	638		0	True	2
Q12486	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	218		0	False	2
Q9H902	Homo sapiens	Metazoa	201		0	True	2
Q9D3G9	Mus musculus	Metazoa	191		0	False	2
Q9HAB3	Homo sapiens	Metazoa	445		0	True	2
Q9JJL0	Mus musculus	Metazoa	238		0	False	2
P53230	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	385		0	False	2
P08638	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	886		0	False	2
G5EBH1	Caenorhabditis elegans	Metazoa	1074		0	False	2
Q9UT23	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	834		0	False	2
O36024	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	280		0	False	2
P80217	Homo sapiens	Metazoa	286		0	False	2
Q6TRW4	Rattus norvegicus	Metazoa	1447		0	False	2
P31267	Homo sapiens	Metazoa	233		0	False	2
P48525	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	536		0	False	2
Q10173	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	441		0	False	2
Q8TAE7	Homo sapiens	Metazoa	436		0	False	2
P00074	Ginkgo biloba	Plants	113		0	False	2
P53618	Homo sapiens	Metazoa	953		0	False	2
P19783	Mus musculus	Metazoa	169		0	False	2
P40506	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	365		0	False	2
Q708Y0	Arabidopsis thaliana	Plants	623		0	False	2
P22561	Mus musculus	Metazoa	449		0	False	2
Q16587	Homo sapiens	Metazoa	644		0	False	2
Q9Y4Z0	Homo sapiens	Metazoa	139		0	False	2
O22806	Arabidopsis thaliana	Plants	395		0	False	2
Q13564	Homo sapiens	Metazoa	534		0	False	2
Q9H6F5	Homo sapiens	Metazoa	360		0	False	2
Q7Z713	Homo sapiens	Metazoa	158		0	False	2
P56286	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	306		0	False	2
Q9ZTS2	Capsicum annuum	Plants	144		0	False	2
O14978	Homo sapiens	Metazoa	683		0	False	2
Q6SKR2	Mus musculus	Metazoa	214		0	False	2
O43670	Homo sapiens	Metazoa	478		0	False	2
Q8LKS5	Arabidopsis thaliana	Plants	700		0	False	2
Q06609	Homo sapiens	Metazoa	339		0	False	2
Q93YN8	Arabidopsis thaliana	Plants	296		0	False	2
Q12035	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	217		0	False	2
Q9FNH4	Arabidopsis thaliana	Plants	227		0	False	2
Q9ZV65	Arabidopsis thaliana	Plants	725		0	False	2
Q9FZF1	Arabidopsis thaliana	Plants	248		0	False	2
P51023	Drosophila melanogaster	Metazoa	718		0	False	2
O22527	Arabidopsis thaliana	Plants	324		0	False	2
P12294	Saccharomyces cerevisiae	Fungi	476		0	False	2
Q9M7I7	Arabidopsis thaliana	Plants	318		0	False	2
Q9LIQ9	Arabidopsis thaliana	Plants	714		0	False	2
P27048	Mus musculus	Metazoa	231		0	False	2
Q9U3C8	Caenorhabditis elegans	Metazoa	295		0	False	2
Q9ULX9	Homo sapiens	Metazoa	164		0	False	2
Q96C12	Homo sapiens	Metazoa	935		0	False	2
D4ACN8	Rattus norvegicus	Metazoa	147		0	True	2
Q9UKF6	Homo sapiens	Metazoa	684		0	False	2
Q9GZT9	Homo sapiens	Metazoa	426		0	False	2
Q42418	Arabidopsis thaliana	Plants	131		0	False	2
Q9SJM4	Arabidopsis thaliana	Plants	414		0	False	2
Q9LYP2	Arabidopsis thaliana	Plants	401		0	False	2
Q810J8	Mus musculus	Metazoa	777		0	False	2
Q93ZE2	Arabidopsis thaliana	Plants	368		0	False	2
P38111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2368		0	False	2
Q8WZ73	Homo sapiens	Metazoa	363		0	False	2
Q9Y2Y0	Homo sapiens	Metazoa	163		0	False	2
Q9MA15	Arabidopsis thaliana	Plants	711		0	False	2
A1Z7A8	Drosophila melanogaster	Metazoa	634		0	False	2
Q9M5K2	Arabidopsis thaliana	Plants	507		0	False	2
Q60EC2	Oryza sativa subsp. japonica	Plants	261		0	True	2
P46782	Homo sapiens	Metazoa	204		0	False	2
Q03433	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	280		0	False	2
F4IPE3	Arabidopsis thaliana	Plants	445		0	False	2
P25588	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1096		0	False	2
Q9NPB3	Homo sapiens	Metazoa	220		0	False	2
Q8CCE9	Mus musculus	Metazoa	783		0	False	2
P49443	Mus musculus	Metazoa	382		0	False	2
Q9UIV1	Homo sapiens	Metazoa	285		0	False	2
Q24JJ9	Arabidopsis thaliana	Plants	361		0	False	2
P27202	Arabidopsis thaliana	Plants	140		0	False	2
P0CZ23	Arabidopsis thaliana	Plants	675		0	False	2
P92947	Arabidopsis thaliana	Plants	493		0	False	2
Q9SHS7	Arabidopsis thaliana	Plants	1006		0	False	2
P35845	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1188		0	False	2
Q04744	Mus musculus	Metazoa	253		0	False	2
P22462	Rattus norvegicus	Metazoa	638		0	False	2
P62127	Nicotiana plumbaginifolia	Plants	123		0	False	2
Q9VQ30	Drosophila melanogaster	Metazoa	604		0	False	2
Q94BN0	Arabidopsis thaliana	Plants	364		0	False	2
Q0WNZ5	Arabidopsis thaliana	Plants	812		0	False	2
Q9C757	Arabidopsis thaliana	Plants	580		0	True	2
P22341	Euglena viridis	Other	96		0	False	2
Q9FG61	Arabidopsis thaliana	Plants	448		0	False	2
O96019	Homo sapiens	Metazoa	429		0	False	2
Q7T3R4	Takifugu rubripes	Metazoa	481		0	True	2
Q91YX0	Mus musculus	Metazoa	663		0	False	2
Q92963	Homo sapiens	Metazoa	219		0	False	2
O88282	Mus musculus	Metazoa	474		0	False	2
O94285	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	203		0	False	2
P32451	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	375		0	False	2
P11801	Homo sapiens	Metazoa	424		0	False	2
P28356	Homo sapiens	Metazoa	352		0	False	2
P00048	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	108		0	False	2
O54701	Rattus norvegicus	Metazoa	670		0	True	2
Q86MA2	Trypanosoma brucei brucei	Other	743		0	False	2
Q99KE8	Mus musculus	Metazoa	643		0	False	2
P36036	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	203		0	False	2
Q71F23	Homo sapiens	Metazoa	418		0	False	2
Q08211	Homo sapiens	Metazoa	1270		0	False	2
Q9USX8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	239		0	False	2
Q9LZP9	Arabidopsis thaliana	Plants	131		0	False	2
Q8NDT2	Homo sapiens	Metazoa	890		0	False	2
Q05905	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	244		0	False	2
Q9H4B4	Homo sapiens	Metazoa	646		0	False	2
P49959	Homo sapiens	Metazoa	708		0	False	2
Q63638	Rattus norvegicus	Metazoa	3259		0	False	2
P42128	Mus musculus	Metazoa	719		0	False	2
P0C870	Homo sapiens	Metazoa	316		0	False	2
P84243	Homo sapiens	Metazoa	136		0	False	2
Q9NZ56	Homo sapiens	Metazoa	1722		0	False	2
Q61510	Mus musculus	Metazoa	634		0	False	2
E9AE57	Leishmania major	Other	568		0	False	2
Q8WXI8	Homo sapiens	Metazoa	215		0	True	2
Q9SYD8	Arabidopsis thaliana	Plants	210		0	False	2
Q7L014	Homo sapiens	Metazoa	1031		0	False	2
Q12161	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	406		0	False	2
O14325	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	779		0	False	2
O13853	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	742		0	False	2
O13286	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	556		0	False	2
Q9SX65	Arabidopsis thaliana	Plants	156		0	False	2
Q03429	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	123		0	False	2
Q8LC79	Arabidopsis thaliana	Plants	295		0	False	2
Q96JP5	Homo sapiens	Metazoa	570		0	False	2
Q15020	Homo sapiens	Metazoa	963		0	False	2
Q13325	Homo sapiens	Metazoa	482		0	False	2
Q54I18	Dictyostelium discoideum	Other	1046		0	False	2
Q9SLJ2	Arabidopsis thaliana	Plants	98		0	False	2
P84232	Poroderma africanum	Metazoa	136		0	False	2
Q09M02	Mus musculus	Metazoa	886		0	False	2
Q9NRL2	Homo sapiens	Metazoa	1556		0	False	2
Q9U2Z0	Caenorhabditis elegans	Metazoa	391		0	False	2
Q6U6G5	Rattus norvegicus	Metazoa	426		0	False	2
O76689	Caenorhabditis elegans	Metazoa	714		0	True	2
Q9BTP7	Homo sapiens	Metazoa	215		0	False	2
Q9JKY0	Mus musculus	Metazoa	299		0	False	2
Q7Z3H4	Homo sapiens	Metazoa	446		0	False	2
P84029	Drosophila melanogaster	Metazoa	108		0	False	2
O13983	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1063		0	False	2
D4AEP3	Rattus norvegicus	Metazoa	194		0	True	2
Q9U5W9	Drosophila melanogaster	Metazoa	167		0	False	2
Q8LBM2	Arabidopsis thaliana	Plants	131		0	False	2
Q5UBY2	Arabidopsis thaliana	Plants	687		0	False	2
Q10Q07	Oryza sativa subsp. japonica	Plants	401		0	False	2
Q40412	Nicotiana plumbaginifolia	Plants	663		0	False	2
Q969S3	Homo sapiens	Metazoa	477		0	False	2
Q9H410	Homo sapiens	Metazoa	356		0	False	2
Q8N608	Homo sapiens	Metazoa	796		0	True	2
P49698	Mus musculus	Metazoa	474		0	False	2
Q6R0H1	Arabidopsis thaliana	Plants	645		0	False	2
Q9NUV9	Homo sapiens	Metazoa	329		0	False	2
O70507	Mus musculus	Metazoa	1201		0	False	2
O15111	Homo sapiens	Metazoa	745		0	False	2
Q5H9R7	Homo sapiens	Metazoa	873		0	False	2
P70441	Mus musculus	Metazoa	355		0	False	2
P35817	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	686		0	False	2
O35658	Mus musculus	Metazoa	278		0	False	2
Q9R1U5	Rattus norvegicus	Metazoa	776		0	False	2
P38181	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1502		0	False	2
Q7LBE3	Homo sapiens	Metazoa	791		0	True	2
O64740	Arabidopsis thaliana	Plants	302		0	False	2
Q8VY16	Arabidopsis thaliana	Plants	819		0	False	2
P06006	Pisum sativum	Plants	353		0	True	2
Q9ZPQ3	Arabidopsis thaliana	Plants	317		0	False	2
O43379	Homo sapiens	Metazoa	1518		0	False	2
Q00013	Homo sapiens	Metazoa	466		0	False	2
Q42529	Arabidopsis thaliana	Plants	312		0	False	2
Q8IWA0	Homo sapiens	Metazoa	830		0	False	2
O43709	Homo sapiens	Metazoa	281		0	False	2
Q14966	Homo sapiens	Metazoa	1978		0	False	2
Q9VMD6	Drosophila melanogaster	Metazoa	659		0	False	2
Q13485	Homo sapiens	Metazoa	552		0	False	2
P0C170	Rattus norvegicus	Metazoa	130		0	False	2
Q8NG66	Homo sapiens	Metazoa	645		0	False	2
Q96QP1	Homo sapiens	Metazoa	1244		0	False	2
P0C0S8	Homo sapiens	Metazoa	130		0	False	2
Q95Q39	Caenorhabditis elegans	Metazoa	287		0	True	2
Q6PDG5	Mus musculus	Metazoa	1213		0	False	2
Q86TM3	Homo sapiens	Metazoa	631		0	False	2
Q9BRJ7	Homo sapiens	Metazoa	211		0	False	2
P67882	Meleagris gallopavo	Metazoa	105		0	False	2
Q9FZK4	Arabidopsis thaliana	Plants	122		0	False	2
P93286	Arabidopsis thaliana	Plants	442		0	True	2
P13808	Mus musculus	Metazoa	1237		0	False	2
P01103	Gallus gallus	Metazoa	641		0	False	2
P41970	Homo sapiens	Metazoa	407		0	False	2
Q86UD0	Homo sapiens	Metazoa	394		0	False	2
Q6P4A7	Homo sapiens	Metazoa	337		0	False	2
Q7TT49	Rattus norvegicus	Metazoa	1713		0	False	2
O75817	Homo sapiens	Metazoa	140		0	False	2
Q8WTP8	Homo sapiens	Metazoa	325		0	False	2
F4I2J8	Arabidopsis thaliana	Plants	716		0	False	2
Q7G065	Oryza sativa subsp. japonica	Plants	518		0	False	2
A0A8I6ASZ5	Rattus norvegicus	Metazoa	666		0	False	2
Q8W4Q4	Arabidopsis thaliana	Plants	702		0	False	2
O14827	Homo sapiens	Metazoa	1237		0	False	2
Q9Y2D0	Homo sapiens	Metazoa	317		0	False	2
Q9SRL4	Arabidopsis thaliana	Plants	701		0	False	2
P48612	Drosophila melanogaster	Metazoa	395		0	False	2
Q8N4J0	Homo sapiens	Metazoa	409		0	False	2
Q9CR51	Mus musculus	Metazoa	118		0	False	2
Q13489	Homo sapiens	Metazoa	604		0	False	2
Q03378	Antirrhinum majus	Plants	215		0	False	2
Q59E36	Drosophila melanogaster	Metazoa	590		0	False	2
O94294	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	886		0	False	2
O95049	Homo sapiens	Metazoa	919		0	False	2
Q53GT1	Homo sapiens	Metazoa	634		0	False	2
Q94CL6	Arabidopsis thaliana	Plants	474		0	False	2
A2A288	Homo sapiens	Metazoa	527		0	False	2
P46897	Arabidopsis thaliana	Plants	258		0	False	2
Q96HR8	Homo sapiens	Metazoa	494		0	False	2
P53260	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	183		0	False	2
P43353	Homo sapiens	Metazoa	468		0	False	2
P52168	Drosophila melanogaster	Metazoa	540		0	False	2
Q9GZT6	Homo sapiens	Metazoa	254		0	False	2
Q8GZ79	Arabidopsis thaliana	Plants	274		0	False	2
Q8L794	Arabidopsis thaliana	Plants	478		0	False	2
Q12182	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	319		0	False	2
Q5XV40	Arabidopsis thaliana	Plants	358		0	True	2
Q9SKT1	Arabidopsis thaliana	Plants	336		0	False	2
Q9R037	Rattus norvegicus	Metazoa	908		0	False	2
P21980	Homo sapiens	Metazoa	687		0	False	2
Q8N5K1	Homo sapiens	Metazoa	135		0	True	2
Q7RTM1	Homo sapiens	Metazoa	612		0	True	2
Q12425	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	185		0	False	2
Q3ZCG2	Bos taurus	Metazoa	109		0	True	2
E9PT37	Rattus norvegicus	Metazoa	1207		0	False	2
Q9Z2I0	Mus musculus	Metazoa	738		0	False	2
Q8GWE0	Arabidopsis thaliana	Plants	702		0	False	2
Q9Y7Z5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	279		0	True	2
Q7TMF2	Mus musculus	Metazoa	345		0	False	2
P20248	Homo sapiens	Metazoa	432		0	False	2
Q9NY27	Homo sapiens	Metazoa	417		0	False	2
P49724	Drosophila ananassae	Metazoa	432		0	False	2
P21917	Homo sapiens	Metazoa	419		0	True	2
Q7Z2Z1	Homo sapiens	Metazoa	1910		0	False	2
Q9XFH8	Arabidopsis thaliana	Plants	178		0	False	2
Q9VUW9	Drosophila melanogaster	Metazoa	637		0	False	2
Q9JMI1	Rattus norvegicus	Metazoa	672		0	False	2
P21145	Homo sapiens	Metazoa	153		0	True	2
P00306	Galdieria sulphuraria	Other	162		0	False	2
Q9ESX4	Mus musculus	Metazoa	241		0	False	2
O75607	Homo sapiens	Metazoa	178		0	False	2
P54577	Homo sapiens	Metazoa	528		0	False	2
P25021	Homo sapiens	Metazoa	359		0	True	2
O75486	Homo sapiens	Metazoa	317		0	False	2
P12242	Mus musculus	Metazoa	307		0	True	2
Q9SU14	Arabidopsis thaliana	Plants	282		0	False	2
Q8CH25	Mus musculus	Metazoa	1031		0	False	2
P63145	Homo sapiens	Metazoa	666		0	False	2
Q6P6C2	Homo sapiens	Metazoa	394		0	False	2
V6CIV8	Caenorhabditis elegans	Metazoa	381		0	False	2
P18894	Mus musculus	Metazoa	345		0	False	2
Q13469	Homo sapiens	Metazoa	925		0	False	2
P02686	Homo sapiens	Metazoa	304		0	False	2
O80842	Arabidopsis thaliana	Plants	366		0	False	2
P04160	Spinacia oleracea	Plants	508		0	True	2
Q9Y5J1	Homo sapiens	Metazoa	556		0	False	2
P41911	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	440		0	False	2
P54844	Rattus norvegicus	Metazoa	369		0	False	2
P17661	Homo sapiens	Metazoa	470		0	False	2
Q9LEX1	Arabidopsis thaliana	Plants	510		0	True	2
Q9NVH2	Homo sapiens	Metazoa	962		0	False	2
Q8GVZ6	Oryza sativa subsp. japonica	Plants	276		0	False	2
Q9MAB9	Arabidopsis thaliana	Plants	117		0	False	2
P53318	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	479		0	False	2
P26368	Homo sapiens	Metazoa	475		0	False	2
Q9C9X7	Arabidopsis thaliana	Plants	419		0	False	2
P40240	Mus musculus	Metazoa	226		0	True	2
Q01954	Homo sapiens	Metazoa	994		0	False	2
Q09XV5	Mus musculus	Metazoa	2582		0	False	2
P02293	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	131		0	False	2
Q8BM47	Mus musculus	Metazoa	761		0	False	2
Q8N635	Homo sapiens	Metazoa	442		0	False	2
Q96HA7	Homo sapiens	Metazoa	1378		0	False	2
P28572	Rattus norvegicus	Metazoa	638		0	True	2
Q12983	Homo sapiens	Metazoa	194		0	False	2
Q8MQX9	Drosophila melanogaster	Metazoa	1174		0	False	2
O74409	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	296		0	False	2
Q9VB74	Drosophila melanogaster	Metazoa	463		0	False	2
P36130	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	643		0	False	2
P49380	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	Fungi	899		0	False	2
Q9HBZ2	Homo sapiens	Metazoa	717		0	False	2
P36168	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1195		0	False	2
Q7LDG7	Homo sapiens	Metazoa	609		0	False	2
Q60707	Mus musculus	Metazoa	711		0	False	2
F4I902	Arabidopsis thaliana	Plants	420		0	False	2
Q05655	Homo sapiens	Metazoa	676		0	False	2
Q61009	Mus musculus	Metazoa	509		0	True	2
P29382	Arabidopsis thaliana	Plants	251		0	False	2
P53722	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	227		0	False	2
Q9H204	Homo sapiens	Metazoa	178		0	False	2
Q9NYP9	Homo sapiens	Metazoa	233		0	False	2
Q8GWJ6	Arabidopsis thaliana	Plants	119		0	False	2
P40051	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	511		0	False	2
P40087	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	428		0	False	2
Q15651	Homo sapiens	Metazoa	99		0	False	2
Q8LA16	Arabidopsis thaliana	Plants	252		0	False	2
P50876	Homo sapiens	Metazoa	292		0	False	2
P29375	Homo sapiens	Metazoa	1690		0	False	2
Q15834	Homo sapiens	Metazoa	202		0	False	2
P59220	Arabidopsis thaliana	Plants	149		0	False	2
O44498	Caenorhabditis elegans	Metazoa	1623		0	False	2
P39962	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	524		0	False	2
Q86WV1	Homo sapiens	Metazoa	359		0	False	2
Q9M199	Arabidopsis thaliana	Plants	517		0	False	2
Q6EVK6	Arabidopsis thaliana	Plants	2193		0	False	2
Q9C6B8	Arabidopsis thaliana	Plants	622		0	True	2
Q9V8P9	Drosophila melanogaster	Metazoa	1038		0	False	2
Q8VII8	Mus musculus	Metazoa	978		0	False	2
Q9H9L7	Homo sapiens	Metazoa	192		0	False	2
P31040	Homo sapiens	Metazoa	664		0	False	2
P19426	Mus musculus	Metazoa	375		0	False	2
P91938	Drosophila melanogaster	Metazoa	596		0	False	2
Q5FWF5	Homo sapiens	Metazoa	840		0	False	2
Q92581	Homo sapiens	Metazoa	701		0	True	2
Q64092	Mus musculus	Metazoa	572		0	False	2
Q8NEJ0	Homo sapiens	Metazoa	188		0	False	2
P42208	Mus musculus	Metazoa	361		0	False	2
P07247	Drosophila melanogaster	Metazoa	502		0	False	2
P62995	Homo sapiens	Metazoa	288		0	False	2
Q58WW2	Homo sapiens	Metazoa	860		0	False	2
Q42968	Oryza glaberrima	Plants	609		0	False	2
Q6DN90	Homo sapiens	Metazoa	963		0	False	2
O00499	Homo sapiens	Metazoa	593		0	False	2
Q13562	Homo sapiens	Metazoa	356		0	False	2
O97159	Drosophila melanogaster	Metazoa	1982		0	False	2
Q61169	Mus musculus	Metazoa	589		0	False	2
Q8GW29	Arabidopsis thaliana	Plants	217		0	False	2
P05022	Zea mays	Plants	507		0	False	2
Q8N6F1	Homo sapiens	Metazoa	224		0	True	2
Q9UPT9	Homo sapiens	Metazoa	525		0	False	2
O75056	Homo sapiens	Metazoa	442		0	False	2
O54698	Rattus norvegicus	Metazoa	457		0	True	2
P67779	Rattus norvegicus	Metazoa	272		0	False	2
P40515	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155		0	False	2
Q9P7B8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	399		0	False	2
Q9ZWA1	Arabidopsis thaliana	Plants	393		0	False	2
Q9LTB0	Arabidopsis thaliana	Plants	752		0	False	2
Q3UNW5	Mus musculus	Metazoa	479		0	False	2
Q9LMR3	Arabidopsis thaliana	Plants	358		0	False	2
Q9LWU9	Oryza sativa subsp. japonica	Plants	617		0	False	2
Q5A4H5	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	731		0	False	2
P0CT57	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	139		0	False	2
Q6WRU0	Cricetulus griseus	Metazoa	203		0	True	2
B9U3F2	Gallus gallus	Metazoa	1338		0	True	2
P78380	Homo sapiens	Metazoa	273		0	True	2
A3KPQ7	Danio rerio	Metazoa	1378		0	True	2
Q9Y2Z0	Homo sapiens	Metazoa	365		0	False	2
P39516	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	138		0	False	2
Q63046	Rattus norvegicus	Metazoa	450		0	False	2
Q9UTQ4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	244		0	False	2
P09917	Homo sapiens	Metazoa	674		0	False	2
Q9Y803	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	127		0	False	2
Q62232	Mus musculus	Metazoa	296		0	False	2
O00398	Homo sapiens	Metazoa	339		0	True	2
Q6TEM9	Danio rerio	Metazoa	472		0	False	2
D3ZVU9	Rattus norvegicus	Metazoa	299		0	False	2
Q86UW2	Homo sapiens	Metazoa	128		0	True	2
Q8BWG9	Mus musculus	Metazoa	304		0	True	2
Q43316	Arabidopsis thaliana	Plants	382		0	False	2
Q9DCR4	Mus musculus	Metazoa	169		0	False	2
