accession	organism	kingdom	length	sp_cleavage_site	label	tm_helix_start_leq_90	fold
Q9HBW0	Homo sapiens	Metazoa	348		0	True	1
Q8C551	Mus musculus	Metazoa	337		0	False	1
Q9UNY4	Homo sapiens	Metazoa	1162		0	False	1
Q9DEX1	Xenopus laevis	Metazoa	560		0	False	1
Q5IRJ6	Mus musculus	Metazoa	567		0	False	1
Q03153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	612		0	False	1
Q04206	Homo sapiens	Metazoa	551		0	False	1
Q9HBL7	Homo sapiens	Metazoa	147		0	True	1
Q00535	Homo sapiens	Metazoa	292		0	False	1
I1RAW4	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	Fungi	316		0	False	1
Q04741	Homo sapiens	Metazoa	290		0	False	1
P40060	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	125		0	False	1
Q9Y2K7	Homo sapiens	Metazoa	1162		0	False	1
Q9NX76	Homo sapiens	Metazoa	183		0	True	1
Q8BHN1	Mus musculus	Metazoa	524		0	False	1
Q00598	Cyanophora paradoxa	Other	363		0	False	1
Q5GLZ8	Homo sapiens	Metazoa	1057		0	False	1
I7HD01	Leishmania donovani	Other	189		0	False	1
Q10MC0	Oryza sativa subsp. japonica	Plants	628		0	False	1
Q9SUA1	Arabidopsis thaliana	Plants	763		0	False	1
Q60674	Mus musculus	Metazoa	576		0	False	1
Q9S757	Arabidopsis thaliana	Plants	368		0	False	1
Q812E9	Rattus norvegicus	Metazoa	278		0	True	1
P20339	Homo sapiens	Metazoa	215		0	False	1
Q99551	Homo sapiens	Metazoa	399		0	False	1
Q969J2	Homo sapiens	Metazoa	545		0	False	1
Q84VQ4	Arabidopsis thaliana	Plants	218		0	False	1
Q969Q6	Homo sapiens	Metazoa	453		0	False	1
P43606	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	678		0	False	1
O23492	Arabidopsis thaliana	Plants	582		0	True	1
Q6ZPR4	Mus musculus	Metazoa	1224		0	True	1
P0C0S6	Mus musculus	Metazoa	128		0	False	1
G5EG51	Caenorhabditis elegans	Metazoa	1270		0	False	1
Q04675	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	128		0	False	1
B1B3P3	Sophora flavescens	Plants	410		0	False	1
Q4PSU4	Arabidopsis thaliana	Plants	264		0	False	1
Q9JIY5	Mus musculus	Metazoa	458		0	False	1
O81283	Arabidopsis thaliana	Plants	1503		0	True	1
Q92804	Homo sapiens	Metazoa	592		0	False	1
P0CV95	Fragaria ananassa	Plants	578		0	False	1
Q26457	Aedes albopictus	Metazoa	383		0	False	1
P28805	Spinacia oleracea	Plants	66		0	False	1
Q07381	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	788		0	False	1
Q9V3Y0	Drosophila melanogaster	Metazoa	215		0	False	1
Q8C8M1	Mus musculus	Metazoa	221		0	False	1
F4JVI3	Arabidopsis thaliana	Plants	493		0	False	1
Q06678	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367		0	False	1
P0C510	Oryza sativa	Plants	477		0	False	1
P48985	Mus musculus	Metazoa	351		0	False	1
Q9D3F7	Mus musculus	Metazoa	229		0	False	1
Q9BW72	Homo sapiens	Metazoa	106		0	True	1
Q13107	Homo sapiens	Metazoa	963		0	False	1
Q00059	Homo sapiens	Metazoa	246		0	False	1
P29547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	415		0	False	1
A0A120KVR5	Trypanosoma brucei brucei	Other	1642		0	False	1
Q9SMX3	Arabidopsis thaliana	Plants	274		0	False	1
Q00536	Homo sapiens	Metazoa	496		0	False	1
Q68DD2	Homo sapiens	Metazoa	849		0	False	1
P55769	Homo sapiens	Metazoa	128		0	False	1
P42834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	146		0	False	1
Q8NCE0	Homo sapiens	Metazoa	465		0	False	1
Q8WXU2	Homo sapiens	Metazoa	420		0	False	1
Q96PP9	Homo sapiens	Metazoa	640		0	False	1
P49847	Drosophila melanogaster	Metazoa	606		0	False	1
A2AIL4	Mus musculus	Metazoa	333		0	False	1
P11884	Rattus norvegicus	Metazoa	519		0	False	1
A6NLJ0	Homo sapiens	Metazoa	364		0	False	1
O14146	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	159		0	False	1
P0CH07	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	128		0	False	1
Q9ULC5	Homo sapiens	Metazoa	683		0	True	1
Q2LAE1	Arabidopsis thaliana	Plants	1759		0	False	1
Q96AJ1	Homo sapiens	Metazoa	413		0	False	1
Q9Y6I4	Homo sapiens	Metazoa	520		0	False	1
Q03201	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	203		0	False	1
Q8NB91	Homo sapiens	Metazoa	859		0	False	1
O70585	Mus musculus	Metazoa	659		0	False	1
O94248	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	4717		0	False	1
Q63377	Rattus norvegicus	Metazoa	279		0	True	1
O17695	Caenorhabditis elegans	Metazoa	461		0	False	1
Q9YHT2	Gallus gallus	Metazoa	290		0	False	1
Q9BZF9	Homo sapiens	Metazoa	1416		0	False	1
B9VRJ2	Papaver somniferum	Plants	321		0	False	1
Q9BPW8	Homo sapiens	Metazoa	284		0	False	1
Q8L9Y3	Arabidopsis thaliana	Plants	382		0	False	1
Q9ES71	Rattus norvegicus	Metazoa	678		0	False	1
P26370	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	528		0	False	1
Q8I2S0	Plasmodium falciparum (isolate 3D7)	Other	384		0	False	1
P52503	Mus musculus	Metazoa	116		0	False	1
Q62521	Mus musculus	Metazoa	466		0	False	1
P36552	Mus musculus	Metazoa	443		0	False	1
Q61188	Mus musculus	Metazoa	746		0	False	1
P39654	Mus musculus	Metazoa	663		0	False	1
Q9D6Y7	Mus musculus	Metazoa	233		0	False	1
Q63ZY3	Homo sapiens	Metazoa	851		0	False	1
Q50L43	Mus musculus	Metazoa	825		0	False	1
Q15080	Homo sapiens	Metazoa	339		0	False	1
O08786	Mus musculus	Metazoa	436		0	True	1
P51801	Homo sapiens	Metazoa	687		0	True	1
Q68FR2	Rattus norvegicus	Metazoa	507		0	False	1
O23138	Arabidopsis thaliana	Plants	114		0	False	1
Q06596	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	294		0	False	1
Q5SU73	Mus musculus	Metazoa	570		0	False	1
Q9SFU0	Arabidopsis thaliana	Plants	1038		0	False	1
P40303	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	254		0	False	1
P93022	Arabidopsis thaliana	Plants	1164		0	False	1
Q9VZM7	Drosophila melanogaster	Metazoa	631		0	False	1
P49085	Zea mays	Plants	410		0	False	1
Q96C03	Homo sapiens	Metazoa	454		0	True	1
Q03414	Xenopus laevis	Metazoa	516		0	False	1
Q8C7E9	Mus musculus	Metazoa	632		0	False	1
Q9UUC6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	97		0	False	1
Q9NY33	Homo sapiens	Metazoa	737		0	False	1
Q8R1B5	Mus musculus	Metazoa	158		0	False	1
Q9FJL3	Arabidopsis thaliana	Plants	578		0	False	1
Q8IUH3	Homo sapiens	Metazoa	476		0	False	1
P50443	Homo sapiens	Metazoa	739		0	False	1
P63252	Homo sapiens	Metazoa	427		0	True	1
P53163	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	194		0	False	1
Q7S711	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	443		0	False	1
Q9BRI3	Homo sapiens	Metazoa	372		0	False	1
Q9NWZ8	Homo sapiens	Metazoa	242		0	False	1
P32876	Bos taurus	Metazoa	136		0	True	1
Q06991	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	263		0	True	1
Q9P7T4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1019		0	False	1
Q09330	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	199		0	False	1
P35356	Procambarus clarkii	Metazoa	376		0	True	1
Q3T9M1	Mus musculus	Metazoa	494		0	False	1
Q9VC03	Drosophila melanogaster	Metazoa	389		0	False	1
Q8N2C7	Homo sapiens	Metazoa	3258		0	False	1
P17028	Homo sapiens	Metazoa	368		0	False	1
Q96EY7	Homo sapiens	Metazoa	689		0	False	1
Q38879	Arabidopsis thaliana	Plants	133		0	False	1
P00352	Homo sapiens	Metazoa	501		0	False	1
Q9Y271	Homo sapiens	Metazoa	337		0	True	1
Q9JLT4	Mus musculus	Metazoa	524		0	False	1
P28222	Homo sapiens	Metazoa	390		0	True	1
Q9SEL5	Arabidopsis thaliana	Plants	222		0	False	1
O74331	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	363		0	False	1
P00157	Bos taurus	Metazoa	379		0	True	1
Q7Z7H8	Homo sapiens	Metazoa	261		0	False	1
P36037	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	715		0	False	1
Q9PVF8	Danio rerio	Metazoa	907		0	False	1
P9WEU3	Cryptococcus deuterogattii (strain R265)	Fungi	1529		0	False	1
Q5Z9J0	Oryza sativa subsp. japonica	Plants	580		0	False	1
Q9SIS3	Arabidopsis thaliana	Plants	608		0	False	1
Q6K1E7	Mus musculus	Metazoa	370		0	False	1
Q6UXY1	Homo sapiens	Metazoa	529		0	False	1
Q5VTD9	Homo sapiens	Metazoa	330		0	False	1
Q8N414	Homo sapiens	Metazoa	524		0	False	1
Q9NRP7	Homo sapiens	Metazoa	1315		0	False	1
P29385	Arabidopsis thaliana	Plants	246		0	False	1
O76460	Drosophila melanogaster	Metazoa	784		0	False	1
Q38882	Arabidopsis thaliana	Plants	810		0	False	1
Q8NHG8	Homo sapiens	Metazoa	242		0	False	1
Q8NHW3	Homo sapiens	Metazoa	353		0	False	1
Q9VB08	Drosophila melanogaster	Metazoa	435		0	False	1
O74429	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	920		0	False	1
O94668	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	388		0	False	1
O43315	Homo sapiens	Metazoa	295		0	True	1
P49584	Cricetulus griseus	Metazoa	367		0	False	1
P15343	Equus caballus	Metazoa	58		0	False	1
Q9SJQ9	Arabidopsis thaliana	Plants	358		0	False	1
O95391	Homo sapiens	Metazoa	586		0	False	1
P10518	Mus musculus	Metazoa	330		0	False	1
Q9VR19	Drosophila melanogaster	Metazoa	379		0	False	1
Q9Y371	Homo sapiens	Metazoa	365		0	False	1
Q7ZT47	Xenopus laevis	Metazoa	196		0	False	1
Q15233	Homo sapiens	Metazoa	471		0	False	1
Q9VXG1	Drosophila melanogaster	Metazoa	1959		0	False	1
P97449	Mus musculus	Metazoa	966		0	True	1
P53309	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	568		0	False	1
Q9XF57	Arabidopsis thaliana	Plants	317		0	False	1
J9VLJ9	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	154		0	False	1
P38805	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295		0	False	1
Q9C0F3	Homo sapiens	Metazoa	470		0	False	1
P27448	Homo sapiens	Metazoa	753		0	False	1
P63220	Homo sapiens	Metazoa	83		0	False	1
Q9W1V7	Drosophila melanogaster	Metazoa	452		0	False	1
O00429	Homo sapiens	Metazoa	736		0	False	1
P32246	Homo sapiens	Metazoa	355		0	True	1
Q9FJW4	Arabidopsis thaliana	Plants	154		0	False	1
O22267	Arabidopsis thaliana	Plants	1122		0	True	1
P42935	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	788		0	False	1
Q9UT19	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	764		0	False	1
F4I2H7	Arabidopsis thaliana	Plants	790		0	False	1
A0A076FFM5	Ocimum basilicum	Plants	523		0	False	1
P04908	Homo sapiens	Metazoa	130		0	False	1
Q9Z351	Mus musculus	Metazoa	759		0	False	1
Q8LAJ7	Arabidopsis thaliana	Plants	292		0	False	1
Q6K678	Oryza sativa subsp. japonica	Plants	210		0	False	1
Q9BPZ7	Homo sapiens	Metazoa	522		0	False	1
O74934	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	689		0	False	1
Q9UQC2	Homo sapiens	Metazoa	676		0	False	1
Q15057	Homo sapiens	Metazoa	778		0	False	1
P40070	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	187		0	False	1
Q69YU5	Homo sapiens	Metazoa	71		0	True	1
Q38953	Arabidopsis thaliana	Plants	1168		0	False	1
D5LXJ0	Lotus japonicus	Plants	691		0	False	1
O24591	Zea mays	Plants	307		0	False	1
Q03067	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	99		0	False	1
O15511	Homo sapiens	Metazoa	151		0	False	1
Q9HBM1	Homo sapiens	Metazoa	224		0	False	1
Q92979	Homo sapiens	Metazoa	244		0	False	1
Q0WPZ7	Arabidopsis thaliana	Plants	611		0	False	1
Q9Y113	Drosophila melanogaster	Metazoa	594		0	False	1
O00625	Homo sapiens	Metazoa	290		0	False	1
A0A0D1DYJ6	Mycosarcoma maydis	Fungi	619		0	True	1
P38647	Mus musculus	Metazoa	679		0	False	1
Q9H400	Homo sapiens	Metazoa	295		0	True	1
Q9H6Z9	Homo sapiens	Metazoa	239		0	False	1
Q9M7J4	Nicotiana tabacum	Plants	722		0	False	1
P34980	Rattus norvegicus	Metazoa	365		0	True	1
Q5R3K3	Homo sapiens	Metazoa	315		0	True	1
Q1MT80	Danio rerio	Metazoa	618		0	False	1
Q09967	Caenorhabditis elegans	Metazoa	551		0	True	1
Q6NLW5	Arabidopsis thaliana	Plants	300		0	False	1
Q9P6N2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	229		0	False	1
Q9BVN2	Homo sapiens	Metazoa	902		0	False	1
Q921D9	Mus musculus	Metazoa	618		0	False	1
P24929	Nicotiana tabacum	Plants	186		0	False	1
P35477	Nicotiana tabacum	Plants	99		0	False	1
P04386	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	881		0	False	1
P92966	Arabidopsis thaliana	Plants	356		0	False	1
O65683	Arabidopsis thaliana	Plants	159		0	False	1
P51950	Marthasterias glacialis	Metazoa	324		0	False	1
Q95XG8	Caenorhabditis elegans	Metazoa	560		0	True	1
Q9Y399	Homo sapiens	Metazoa	296		0	False	1
P36038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	271		0	False	1
P51172	Homo sapiens	Metazoa	802		0	False	1
P40495	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	371		0	False	1
O00442	Homo sapiens	Metazoa	366		0	False	1
Q01574	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	713		0	False	1
Q9JHS4	Mus musculus	Metazoa	634		0	False	1
Q9BZV1	Homo sapiens	Metazoa	441		0	False	1
Q03923	Homo sapiens	Metazoa	595		0	False	1
O14638	Homo sapiens	Metazoa	875		0	True	1
Q9NUQ9	Homo sapiens	Metazoa	324		0	False	1
O35493	Mus musculus	Metazoa	481		0	False	1
P25929	Homo sapiens	Metazoa	384		0	True	1
P59287	Ricinus communis	Plants	601		0	False	1
Q1MTS0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	597		0	False	1
Q8LAZ7	Arabidopsis thaliana	Plants	357		0	False	1
O80860	Arabidopsis thaliana	Plants	695		0	False	1
P51163	Mus musculus	Metazoa	265		0	False	1
A4F267	Rattus norvegicus	Metazoa	308		0	False	1
Q9R053	Mus musculus	Metazoa	1765		0	False	1
P30044	Homo sapiens	Metazoa	214		0	False	1
O82486	Arabidopsis thaliana	Plants	685		0	False	1
Q9H9L3	Homo sapiens	Metazoa	353		0	False	1
Q07820	Homo sapiens	Metazoa	350		0	False	1
Q00972	Rattus norvegicus	Metazoa	412		0	False	1
Q9CAQ8	Arabidopsis thaliana	Plants	369		0	False	1
Q1K6Q3	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	236		0	False	1
P48644	Bos taurus	Metazoa	501		0	False	1
Q96N11	Homo sapiens	Metazoa	449		0	False	1
O43031	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	381		0	False	1
Q8H1Y0	Arabidopsis thaliana	Plants	393		0	False	1
P16048	Pisum sativum	Plants	165		0	False	1
Q6L5B5	Oryza sativa subsp. japonica	Plants	248		0	False	1
Q43869	Spinacia oleracea	Plants	472		0	False	1
Q6WNK7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	96		0	False	1
O60427	Homo sapiens	Metazoa	444		0	False	1
Q9BY84	Homo sapiens	Metazoa	665		0	False	1
O54902	Rattus norvegicus	Metazoa	568		0	True	1
Q12102	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	859		0	False	1
F4HYF3	Arabidopsis thaliana	Plants	401		0	False	1
Q9QXM1	Mus musculus	Metazoa	983		0	False	1
Q5XIC0	Rattus norvegicus	Metazoa	391		0	False	1
A0A509AN56	Plasmodium berghei (strain Anka)	Other	365		0	False	1
Q03654	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	590		0	False	1
P21796	Homo sapiens	Metazoa	283		0	True	1
Q9BTL4	Homo sapiens	Metazoa	223		0	False	1
Q3UIK4	Mus musculus	Metazoa	456		0	False	1
P40961	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	287		0	False	1
O13795	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	402		0	False	1
Q9LSQ5	Arabidopsis thaliana	Plants	204		0	False	1
Q9R1K2	Rattus norvegicus	Metazoa	2774		0	False	1
O75691	Homo sapiens	Metazoa	2785		0	False	1
P13185	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1064		0	False	1
Q9VPT8	Drosophila melanogaster	Metazoa	296		0	False	1
P49599	Arabidopsis thaliana	Plants	388		0	False	1
P49653	Rattus norvegicus	Metazoa	472		0	True	1
Q9P6I7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	367		0	False	1
P30279	Homo sapiens	Metazoa	289		0	False	1
Q62219	Mus musculus	Metazoa	461		0	False	1
Q9NQ55	Homo sapiens	Metazoa	473		0	False	1
A1Z8D0	Drosophila melanogaster	Metazoa	459		0	False	1
Q22795	Caenorhabditis elegans	Metazoa	242		0	False	1
P97303	Mus musculus	Metazoa	839		0	False	1
Q80Z29	Rattus norvegicus	Metazoa	491		0	False	1
Q9VYD1	Drosophila melanogaster	Metazoa	2313		0	False	1
Q3ECR7	Arabidopsis thaliana	Plants	62		0	True	1
P04920	Homo sapiens	Metazoa	1241		0	False	1
Q9P7H8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1679		0	False	1
P15919	Mus musculus	Metazoa	1040		0	False	1
Q6Q783	Mus musculus	Metazoa	468		0	False	1
Q01130	Homo sapiens	Metazoa	221		0	False	1
B6HLU1	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	3746		0	False	1
Q8WV93	Homo sapiens	Metazoa	481		0	False	1
P20134	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	766		0	False	1
Q9C5H9	Arabidopsis thaliana	Plants	678		0	False	1
P15387	Rattus norvegicus	Metazoa	857		0	False	1
Q7SB98	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	312		0	False	1
Q00715	Rattus norvegicus	Metazoa	125		0	False	1
Q94K49	Arabidopsis thaliana	Plants	396		0	False	1
Q8WWH5	Homo sapiens	Metazoa	349		0	False	1
Q9NPF4	Homo sapiens	Metazoa	335		0	False	1
Q24142	Drosophila melanogaster	Metazoa	601		0	False	1
Q9SJG4	Arabidopsis thaliana	Plants	257		0	False	1
Q03455	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	724		0	True	1
Q06611	Arabidopsis thaliana	Plants	286		0	True	1
Q20471	Caenorhabditis elegans	Metazoa	497		0	False	1
Q9SRN4	Arabidopsis thaliana	Plants	117		0	False	1
Q9LRR7	Arabidopsis thaliana	Plants	599		0	False	1
Q9D818	Mus musculus	Metazoa	391		0	False	1
Q9ZVL6	Arabidopsis thaliana	Plants	285		0	False	1
Q504Q3	Homo sapiens	Metazoa	1202		0	False	1
Q5VVJ2	Homo sapiens	Metazoa	828		0	False	1
Q8S948	Arabidopsis thaliana	Plants	406		0	False	1
Q8BZ71	Mus musculus	Metazoa	360		0	False	1
O75012	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	95		0	False	1
P54198	Homo sapiens	Metazoa	1017		0	False	1
P53254	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1237		0	False	1
P00296	Solanum tuberosum	Plants	99		0	False	1
O94643	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	441		0	False	1
Q9LHJ9	Arabidopsis thaliana	Plants	385		0	False	1
P0CG29	Homo sapiens	Metazoa	244		0	False	1
Q09666	Homo sapiens	Metazoa	5890		0	False	1
Q149M9	Homo sapiens	Metazoa	1564		0	False	1
Q12800	Homo sapiens	Metazoa	502		0	False	1
Q3E840	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	82		0	False	1
Q9NVV9	Homo sapiens	Metazoa	213		0	False	1
P11388	Homo sapiens	Metazoa	1531		0	False	1
P40971	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	790		0	False	1
Q9Y694	Homo sapiens	Metazoa	548		0	True	1
Q9Y4Y9	Homo sapiens	Metazoa	91		0	False	1
Q9BXN2	Homo sapiens	Metazoa	247		0	True	1
Q6EKJ0	Homo sapiens	Metazoa	949		0	False	1
Q8WWL7	Homo sapiens	Metazoa	1395		0	False	1
P22557	Homo sapiens	Metazoa	587		0	False	1
Q7XZF5	Arabidopsis thaliana	Plants	1841		0	False	1
G5ECT8	Caenorhabditis elegans	Metazoa	209		0	False	1
Q9FTY0	Oryza sativa subsp. japonica	Plants	320		0	False	1
Q9ULJ3	Homo sapiens	Metazoa	1066		0	False	1
Q61327	Mus musculus	Metazoa	619		0	True	1
P43004	Homo sapiens	Metazoa	574		0	True	1
Q9SAL0	Arabidopsis thaliana	Plants	401		0	False	1
Q9Y243	Homo sapiens	Metazoa	479		0	False	1
Q9CAD5	Arabidopsis thaliana	Plants	883		0	False	1
Q8TDV5	Homo sapiens	Metazoa	335		0	True	1
P33897	Homo sapiens	Metazoa	745		0	False	1
O73622	Xenopus laevis	Metazoa	293		0	False	1
Q96GC6	Homo sapiens	Metazoa	653		0	False	1
Q9VUQ5	Drosophila melanogaster	Metazoa	1214		0	False	1
Q9Y6T7	Homo sapiens	Metazoa	804		0	False	1
Q9JKU3	Rattus norvegicus	Metazoa	1749		0	False	1
P0CW70	Mus musculus	Metazoa	773		0	False	1
Q9Y6N9	Homo sapiens	Metazoa	552		0	False	1
P15144	Homo sapiens	Metazoa	967		0	True	1
Q02770	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	301		0	False	1
Q497V6	Mus musculus	Metazoa	772		0	False	1
P21951	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2222		0	False	1
Q9NWR8	Homo sapiens	Metazoa	336		0	False	1
P20435	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155		0	False	1
Q93YW0	Arabidopsis thaliana	Plants	684		0	False	1
Q9C8M2	Arabidopsis thaliana	Plants	202		0	False	1
O75143	Homo sapiens	Metazoa	517		0	False	1
Q8VYJ2	Arabidopsis thaliana	Plants	356		0	False	1
P53615	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221		0	False	1
Q9SMH4	Chlamydomonas reinhardtii	Plants	410		0	False	1
P47019	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	175		0	False	1
Q4QEZ7	Leishmania major	Other	175		0	False	1
Q38819	Arabidopsis thaliana	Plants	450		0	False	1
Q923Y8	Mus musculus	Metazoa	332		0	True	1
Q99807	Homo sapiens	Metazoa	217		0	False	1
P70060	Xenopus laevis	Metazoa	375		0	False	1
O42861	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	922		0	False	1
P36151	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	352		0	False	1
Q9LJG6	Arabidopsis thaliana	Plants	193		0	False	1
G5EF53	Caenorhabditis elegans	Metazoa	1474		0	False	1
O02193	Drosophila melanogaster	Metazoa	827		0	False	1
P06493	Homo sapiens	Metazoa	297		0	False	1
P12684	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1045		0	True	1
Q6IS41	Mus musculus	Metazoa	310		0	True	1
Q9LUD9	Arabidopsis thaliana	Plants	360		0	False	1
O43603	Homo sapiens	Metazoa	387		0	True	1
P53834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	153		0	False	1
P53157	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	130		0	True	1
Q7XM13	Oryza sativa subsp. japonica	Plants	289		0	False	1
Q14657	Homo sapiens	Metazoa	143		0	False	1
P03879	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	638		0	False	1
Q3U4H6	Mus musculus	Metazoa	486		0	False	1
Q96G30	Homo sapiens	Metazoa	205		0	True	1
P37271	Arabidopsis thaliana	Plants	422		0	False	1
Q96SB4	Homo sapiens	Metazoa	655		0	False	1
O64682	Arabidopsis thaliana	Plants	438		0	False	1
P12074	Homo sapiens	Metazoa	109		0	True	1
Q9LW57	Arabidopsis thaliana	Plants	284		0	False	1
Q4QAU9	Leishmania major	Other	549		0	False	1
Q9VNA8	Drosophila melanogaster	Metazoa	568		0	False	1
Q8VE70	Mus musculus	Metazoa	212		0	False	1
Q8GXW1	Arabidopsis thaliana	Plants	547		0	False	1
Q6C6R8	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	417		0	False	1
Q9SQX9	Arabidopsis thaliana	Plants	447		0	False	1
Q84LH8	Arabidopsis thaliana	Plants	444		0	False	1
P39984	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	401		0	False	1
P81900	Drosophila melanogaster	Metazoa	377		0	False	1
P38088	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	690		0	False	1
Q92934	Homo sapiens	Metazoa	168		0	False	1
P51685	Homo sapiens	Metazoa	355		0	True	1
Q8QZV7	Mus musculus	Metazoa	732		0	False	1
P49841	Homo sapiens	Metazoa	420		0	False	1
A2AS55	Mus musculus	Metazoa	361		0	False	1
Q03323	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	175		0	False	1
Q8TAD4	Homo sapiens	Metazoa	765		0	True	1
Q9DG23	Gallus gallus	Metazoa	357		0	True	1
P41828	Caenorhabditis elegans	Metazoa	588		0	False	1
O02274	Caenorhabditis elegans	Metazoa	539		0	False	1
P55041	Mus musculus	Metazoa	295		0	False	1
Q9LD95	Arabidopsis thaliana	Plants	547		0	False	1
O70127	Rattus norvegicus	Metazoa	1321		0	True	1
Q12433	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566		0	False	1
O75874	Homo sapiens	Metazoa	414		0	False	1
Q61037	Mus musculus	Metazoa	1814		0	False	1
O75679	Homo sapiens	Metazoa	317		0	False	1
